yy,mm,dd,Time,river,week,site,loc,period,wt_lbs,wt_kg,lgth,freq,Flbin
1992,5,26,,,5,12,LOWER,PM,,,252,23,250
1992,5,26,,,5,12,LOWER,PM,,,257,44,255
1992,5,26,,,5,12,LOWER,PM,,,262,38,260
1992,5,26,,,5,12,LOWER,PM,,,267,35,265
1992,5,26,,,5,12,LOWER,PM,,,272,23,270
1992,5,26,,,5,12,LOWER,PM,,,277,6,275
1992,5,26,,,5,12,LOWER,PM,,,282,11,280
1992,5,26,,,5,12,LOWER,PM,,,287,4,285
1992,5,26,,,5,12,LOWER,PM,,,292,3,290
1992,5,26,,,5,49,UPPER,PM,,,247,6,245
1992,5,26,,,5,49,UPPER,PM,,,252,7,250
1992,5,26,,,5,49,UPPER,PM,,,257,21,255
1992,5,26,,,5,49,UPPER,PM,,,262,21,260
1992,5,26,,,5,49,UPPER,PM,,,267,17,265
1992,5,26,,,5,49,UPPER,PM,,,272,18,270
1992,5,26,,,5,49,UPPER,PM,,,277,14,275
1992,5,26,,,5,49,UPPER,PM,,,282,11,280
1992,5,26,,,5,49,UPPER,PM,,,287,6,285
1992,5,26,,,5,49,UPPER,PM,,,292,3,290
1992,5,26,,,5,49,UPPER,PM,,,297,0,295
1992,5,26,,,5,49,UPPER,PM,,,302,1,300
1992,5,27,,,5,1,LOWER,AM,,,232,1,230
1992,5,27,,,5,1,LOWER,AM,,,237,0,235
1992,5,27,,,5,1,LOWER,AM,,,242,3,240
1992,5,27,,,5,1,LOWER,AM,,,247,15,245
1992,5,27,,,5,1,LOWER,AM,,,252,16,250
1992,5,27,,,5,1,LOWER,AM,,,257,20,255
1992,5,27,,,5,1,LOWER,AM,,,262,21,260
1992,5,27,,,5,1,LOWER,AM,,,267,14,265
1992,5,27,,,5,1,LOWER,AM,,,272,3,270
1992,5,27,,,5,1,LOWER,AM,,,277,5,275
1992,5,27,,,5,1,LOWER,AM,,,282,7,280
1992,5,27,,,5,1,LOWER,AM,,,287,1,285
1992,5,27,,,5,1,LOWER,AM,,,292,3,290
1992,5,27,,,5,1,LOWER,AM,,,297,1,295
1992,5,27,,,5,35,UPPER,AM,,,242,6,240
1992,5,27,,,5,35,UPPER,AM,,,247,17,245
1992,5,27,,,5,35,UPPER,AM,,,252,38,250
1992,5,27,,,5,35,UPPER,AM,,,257,43,255
1992,5,27,,,5,35,UPPER,AM,,,262,42,260
1992,5,27,,,5,35,UPPER,AM,,,267,37,265
1992,5,27,,,5,35,UPPER,AM,,,272,26,270
1992,5,27,,,5,35,UPPER,AM,,,277,16,275
1992,5,27,,,5,35,UPPER,AM,,,282,23,280
1992,5,27,,,5,35,UPPER,AM,,,287,7,285
1992,5,27,,,5,35,UPPER,AM,,,292,3,290
1992,5,27,,,5,35,UPPER,AM,,,297,3,295
1992,5,31,,,6,4,LOWER,AM,,,232,1,230
1992,5,31,,,6,4,LOWER,AM,,,237,1,235
1992,5,31,,,6,4,LOWER,AM,,,242,4,240
1992,5,31,,,6,4,LOWER,AM,,,247,12,245
1992,5,31,,,6,4,LOWER,AM,,,252,27,250
1992,5,31,,,6,4,LOWER,AM,,,257,36,255
1992,5,31,,,6,4,LOWER,AM,,,262,34,260
1992,5,31,,,6,4,LOWER,AM,,,267,16,265
1992,5,31,,,6,4,LOWER,AM,,,272,19,270
1992,5,31,,,6,4,LOWER,AM,,,277,8,275
1992,5,31,,,6,4,LOWER,AM,,,282,9,280
1992,5,31,,,6,4,LOWER,AM,,,287,5,285
1992,5,31,,,6,4,LOWER,AM,,,292,1,290
1992,5,31,,,6,4,LOWER,AM,,,297,0,295
1992,5,31,,,6,4,LOWER,AM,,,302,0,300
1992,5,31,,,6,4,LOWER,AM,,,307,1,305
1992,6,1,,,6,49,UPPER,AM,,,237,1,235
1992,6,1,,,6,49,UPPER,AM,,,242,6,240
1992,6,1,,,6,49,UPPER,AM,,,247,16,245
1992,6,1,,,6,49,UPPER,AM,,,252,26,250
1992,6,1,,,6,49,UPPER,AM,,,257,26,255
1992,6,1,,,6,49,UPPER,AM,,,262,37,260
1992,6,1,,,6,49,UPPER,AM,,,267,13,265
1992,6,1,,,6,49,UPPER,AM,,,272,19,270
1992,6,1,,,6,49,UPPER,AM,,,277,9,275
1992,6,1,,,6,49,UPPER,AM,,,282,9,280
1992,6,1,,,6,49,UPPER,AM,,,287,5,285
1992,6,1,,,6,49,UPPER,AM,,,292,1,290
1992,6,1,,,6,49,UPPER,AM,,,297,0,295
1992,6,1,,,6,49,UPPER,AM,,,302,1,300
1992,6,1,,,6,7,LOWER,PM,,,237,3,235
1992,6,1,,,6,7,LOWER,PM,,,242,13,240
1992,6,1,,,6,7,LOWER,PM,,,247,28,245
1992,6,1,,,6,7,LOWER,PM,,,252,50,250
1992,6,1,,,6,7,LOWER,PM,,,257,36,255
1992,6,1,,,6,7,LOWER,PM,,,262,39,260
1992,6,1,,,6,7,LOWER,PM,,,267,28,265
1992,6,1,,,6,7,LOWER,PM,,,272,9,270
1992,6,1,,,6,7,LOWER,PM,,,277,8,275
1992,6,1,,,6,7,LOWER,PM,,,282,3,280
1992,6,1,,,6,7,LOWER,PM,,,287,1,285
1992,6,1,,,6,7,LOWER,PM,,,292,1,290
1992,6,2,,,6,35,UPPER,AM,,,237,2,235
1992,6,2,,,6,35,UPPER,AM,,,242,15,240
1992,6,2,,,6,35,UPPER,AM,,,247,26,245
1992,6,2,,,6,35,UPPER,AM,,,252,32,250
1992,6,2,,,6,35,UPPER,AM,,,257,33,255
1992,6,2,,,6,35,UPPER,AM,,,262,37,260
1992,6,2,,,6,35,UPPER,AM,,,267,22,265
1992,6,2,,,6,35,UPPER,AM,,,272,9,270
1992,6,2,,,6,35,UPPER,AM,,,277,9,275
1992,6,2,,,6,35,UPPER,AM,,,282,6,280
1992,6,2,,,6,35,UPPER,AM,,,287,3,285
1992,6,2,,,6,35,UPPER,AM,,,292,1,290
1992,6,2,,,6,35,UPPER,AM,,,297,1,295
1992,6,2,,,6,17,LOWER,PM,,,232,2,230
1992,6,2,,,6,17,LOWER,PM,,,237,4,235
1992,6,2,,,6,17,LOWER,PM,,,242,17,240
1992,6,2,,,6,17,LOWER,PM,,,247,20,245
1992,6,2,,,6,17,LOWER,PM,,,252,42,250
1992,6,2,,,6,17,LOWER,PM,,,257,36,255
1992,6,2,,,6,17,LOWER,PM,,,262,35,260
1992,6,2,,,6,17,LOWER,PM,,,267,13,265
1992,6,2,,,6,17,LOWER,PM,,,272,12,270
1992,6,2,,,6,17,LOWER,PM,,,277,5,275
1992,6,2,,,6,17,LOWER,PM,,,282,4,280
1992,6,2,,,6,17,LOWER,PM,,,287,1,285
1992,6,2,,,6,17,LOWER,PM,,,292,1,290
1992,6,3,,,6,12,LOWER,AM,,,232,1,230
1992,6,3,,,6,12,LOWER,AM,,,237,5,235
1992,6,3,,,6,12,LOWER,AM,,,242,10,240
1992,6,3,,,6,12,LOWER,AM,,,247,20,245
1992,6,3,,,6,12,LOWER,AM,,,252,39,250
1992,6,3,,,6,12,LOWER,AM,,,257,34,255
1992,6,3,,,6,12,LOWER,AM,,,262,33,260
1992,6,3,,,6,12,LOWER,AM,,,267,15,265
1992,6,3,,,6,12,LOWER,AM,,,272,7,270
1992,6,3,,,6,12,LOWER,AM,,,277,2,275
1992,6,3,,,6,12,LOWER,AM,,,282,4,280
1992,6,3,,,6,12,LOWER,AM,,,287,0,285
1992,6,3,,,6,12,LOWER,AM,,,292,1,290
1992,6,3,,,6,37,UPPER,PM,,,237,8,235
1992,6,3,,,6,37,UPPER,PM,,,242,9,240
1992,6,3,,,6,37,UPPER,PM,,,247,27,245
1992,6,3,,,6,37,UPPER,PM,,,252,47,250
1992,6,3,,,6,37,UPPER,PM,,,257,41,255
1992,6,3,,,6,37,UPPER,PM,,,262,33,260
1992,6,3,,,6,37,UPPER,PM,,,267,20,265
1992,6,3,,,6,37,UPPER,PM,,,272,8,270
1992,6,3,,,6,37,UPPER,PM,,,277,5,275
1992,6,3,,,6,37,UPPER,PM,,,282,5,280
1992,6,3,,,6,37,UPPER,PM,,,287,1,285
1992,6,3,,,6,37,UPPER,PM,,,292,0,290
1992,6,3,,,6,37,UPPER,PM,,,297,1,295
1992,6,5,,,6,12,LOWER,AM,,,227,1,225
1992,6,5,,,6,12,LOWER,AM,,,232,0,230
1992,6,5,,,6,12,LOWER,AM,,,237,3,235
1992,6,5,,,6,12,LOWER,AM,,,242,15,240
1992,6,5,,,6,12,LOWER,AM,,,247,26,245
1992,6,5,,,6,12,LOWER,AM,,,252,35,250
1992,6,5,,,6,12,LOWER,AM,,,257,43,255
1992,6,5,,,6,12,LOWER,AM,,,262,46,260
1992,6,5,,,6,12,LOWER,AM,,,267,27,265
1992,6,5,,,6,12,LOWER,AM,,,272,15,270
1992,6,5,,,6,12,LOWER,AM,,,277,2,275
1992,6,5,,,6,12,LOWER,AM,,,282,4,280
1992,6,5,,,6,60,UPPER,AM,,,232,6,230
1992,6,5,,,6,60,UPPER,AM,,,237,18,235
1992,6,5,,,6,60,UPPER,AM,,,242,34,240
1992,6,5,,,6,60,UPPER,AM,,,247,40,245
1992,6,5,,,6,60,UPPER,AM,,,252,45,250
1992,6,5,,,6,60,UPPER,AM,,,257,26,255
1992,6,5,,,6,60,UPPER,AM,,,262,32,260
1992,6,5,,,6,60,UPPER,AM,,,267,22,265
1992,6,5,,,6,60,UPPER,AM,,,272,18,270
1992,6,5,,,6,60,UPPER,AM,,,277,5,275
1992,6,5,,,6,60,UPPER,AM,,,282,2,280
1992,6,5,,,6,60,UPPER,AM,,,287,2,285
1992,6,5,,,6,60,UPPER,AM,,,292,0,290
1992,6,5,,,6,60,UPPER,AM,,,297,0,295
1992,6,5,,,6,60,UPPER,AM,,,302,1,300
1992,6,5,,,6,60,UPPER,AM,,,307,1,305
1993,5,26,,SW Margaree,5,60,UPPER,PM,127,57.6,230,1,230
1993,5,26,,SW Margaree,5,60,UPPER,PM,127,57.6,235,16,235
1993,5,26,,SW Margaree,5,60,UPPER,PM,127,57.6,240,50,240
1993,5,26,,SW Margaree,5,60,UPPER,PM,127,57.6,245,61,245
1993,5,26,,SW Margaree,5,60,UPPER,PM,127,57.6,250,67,250
1993,5,26,,SW Margaree,5,60,UPPER,PM,127,57.6,255,29,255
1993,5,26,,SW Margaree,5,60,UPPER,PM,127,57.6,260,13,260
1993,5,26,,SW Margaree,5,60,UPPER,PM,127,57.6,265,7,265
1993,5,26,,SW Margaree,5,60,UPPER,PM,127,57.6,270,6,270
1993,5,26,,SW Margaree,5,60,UPPER,PM,127,57.6,275,1,275
1993,5,26,,SW Margaree,5,60,UPPER,PM,127,57.6,280,1,280
1993,5,20,,SW Margaree,4,60,UPPER,AM,132,59.9,230,6,230
1993,5,20,,SW Margaree,4,60,UPPER,AM,132,59.9,235,15,235
1993,5,20,,SW Margaree,4,60,UPPER,AM,132,59.9,240,65,240
1993,5,20,,SW Margaree,4,60,UPPER,AM,132,59.9,245,59,245
1993,5,20,,SW Margaree,4,60,UPPER,AM,132,59.9,250,50,250
1993,5,20,,SW Margaree,4,60,UPPER,AM,132,59.9,255,37,255
1993,5,20,,SW Margaree,4,60,UPPER,AM,132,59.9,260,8,260
1993,5,20,,SW Margaree,4,60,UPPER,AM,132,59.9,265,11,265
1993,5,20,,SW Margaree,4,60,UPPER,AM,132,59.9,270,4,270
1993,5,20,,SW Margaree,4,60,UPPER,AM,132,59.9,275,2,275
1993,5,20,,SW Margaree,4,60,UPPER,AM,132,59.9,280,1,280
1993,5,20,,SW Margaree,4,60,UPPER,AM,132,59.9,290,1,290
1993,5,24,,SW Margaree,5,"35,37,38",UPPER,AM,112,50.8,230,3,230
1993,5,24,,SW Margaree,5,"35,37,38",UPPER,AM,112,50.8,235,18,235
1993,5,24,,SW Margaree,5,"35,37,38",UPPER,AM,112,50.8,240,31,240
1993,5,24,,SW Margaree,5,"35,37,38",UPPER,AM,112,50.8,245,39,245
1993,5,24,,SW Margaree,5,"35,37,38",UPPER,AM,112,50.8,250,64,250
1993,5,24,,SW Margaree,5,"35,37,38",UPPER,AM,112,50.8,255,29,255
1993,5,24,,SW Margaree,5,"35,37,38",UPPER,AM,112,50.8,260,15,260
1993,5,24,,SW Margaree,5,"35,37,38",UPPER,AM,112,50.8,265,10,265
1993,5,24,,SW Margaree,5,"35,37,38",UPPER,AM,112,50.8,270,5,270
1993,5,24,,SW Margaree,5,"35,37,38",UPPER,AM,112,50.8,275,3,275
1993,5,11,,SW Margaree,3,"17,33",LOWER,PM,11,5,245,1,245
1993,5,11,,SW Margaree,3,"17,33",LOWER,PM,11,5,250,5,250
1993,5,11,,SW Margaree,3,"17,33",LOWER,PM,11,5,255,5,255
1993,5,11,,SW Margaree,3,"17,33",LOWER,PM,11,5,260,1,260
1993,5,11,,SW Margaree,3,"17,33",LOWER,PM,11,5,265,1,265
1993,5,11,,SW Margaree,3,"17,33",LOWER,PM,11,5,270,1,270
1993,5,11,,SW Margaree,3,"17,33",LOWER,PM,11,5,280,3,280
1993,6,1,,SW Margaree,6,33,UPPER,AM,92,41.7,225,2,225
1993,6,1,,SW Margaree,6,33,UPPER,AM,92,41.7,230,6,230
1993,6,1,,SW Margaree,6,33,UPPER,AM,92,41.7,235,36,235
1993,6,1,,SW Margaree,6,33,UPPER,AM,92,41.7,240,64,240
1993,6,1,,SW Margaree,6,33,UPPER,AM,92,41.7,245,61,245
1993,6,1,,SW Margaree,6,33,UPPER,AM,92,41.7,250,45,250
1993,6,1,,SW Margaree,6,33,UPPER,AM,92,41.7,255,28,255
1993,6,1,,SW Margaree,6,33,UPPER,AM,92,41.7,260,12,260
1993,6,1,,SW Margaree,6,33,UPPER,AM,92,41.7,265,3,265
1993,6,1,,SW Margaree,6,33,UPPER,AM,92,41.7,270,3,270
1993,6,1,,SW Margaree,6,33,UPPER,AM,92,41.7,275,1,275
1993,6,1,,SW Margaree,6,33,UPPER,AM,92,41.7,280,2,280
1993,6,1,,SW Margaree,6,8,LOWER,PM,103,46.7,230,2,230
1993,6,1,,SW Margaree,6,8,LOWER,PM,103,46.7,235,25,235
1993,6,1,,SW Margaree,6,8,LOWER,PM,103,46.7,240,61,240
1993,6,1,,SW Margaree,6,8,LOWER,PM,103,46.7,245,55,245
1993,6,1,,SW Margaree,6,8,LOWER,PM,103,46.7,250,46,250
1993,6,1,,SW Margaree,6,8,LOWER,PM,103,46.7,255,24,255
1993,6,1,,SW Margaree,6,8,LOWER,PM,103,46.7,260,1,260
1993,5,13,,SW Margaree,3,17,LOWER,AM,115,52.2,230,1,230
1993,5,13,,SW Margaree,3,17,LOWER,AM,115,52.2,235,11,235
1993,5,13,,SW Margaree,3,17,LOWER,AM,115,52.2,240,27,240
1993,5,13,,SW Margaree,3,17,LOWER,AM,115,52.2,245,28,245
1993,5,13,,SW Margaree,3,17,LOWER,AM,115,52.2,250,29,250
1993,5,13,,SW Margaree,3,17,LOWER,AM,115,52.2,255,21,255
1993,5,13,,SW Margaree,3,17,LOWER,AM,115,52.2,260,25,260
1993,5,13,,SW Margaree,3,17,LOWER,AM,115,52.2,265,19,265
1993,5,13,,SW Margaree,3,17,LOWER,AM,115,52.2,270,31,270
1993,5,13,,SW Margaree,3,17,LOWER,AM,115,52.2,275,18,275
1993,5,13,,SW Margaree,3,17,LOWER,AM,115,52.2,280,7,280
1993,5,13,,SW Margaree,3,17,LOWER,AM,115,52.2,285,4,285
1993,5,13,,SW Margaree,3,17,LOWER,AM,115,52.2,290,3,290
1993,5,12,,SW Margaree,3,17,LOWER,AM,145,65.8,230,1,230
1993,5,12,,SW Margaree,3,17,LOWER,AM,145,65.8,235,8,235
1993,5,12,,SW Margaree,3,17,LOWER,AM,145,65.8,240,22,240
1993,5,12,,SW Margaree,3,17,LOWER,AM,145,65.8,245,43,245
1993,5,12,,SW Margaree,3,17,LOWER,AM,145,65.8,250,55,250
1993,5,12,,SW Margaree,3,17,LOWER,AM,145,65.8,255,46,255
1993,5,12,,SW Margaree,3,17,LOWER,AM,145,65.8,260,17,260
1993,5,12,,SW Margaree,3,17,LOWER,AM,145,65.8,265,31,265
1993,5,12,,SW Margaree,3,17,LOWER,AM,145,65.8,270,20,270
1993,5,12,,SW Margaree,3,17,LOWER,AM,145,65.8,275,13,275
1993,5,12,,SW Margaree,3,17,LOWER,AM,145,65.8,280,4,280
1993,5,12,,SW Margaree,3,17,LOWER,AM,145,65.8,285,2,285
1993,5,24,,SW Margaree,5,17,LOWER,AM,110,49.9,225,1,225
1993,5,24,,SW Margaree,5,17,LOWER,AM,110,49.9,230,2,230
1993,5,24,,SW Margaree,5,17,LOWER,AM,110,49.9,235,8,235
1993,5,24,,SW Margaree,5,17,LOWER,AM,110,49.9,240,27,240
1993,5,24,,SW Margaree,5,17,LOWER,AM,110,49.9,245,46,245
1993,5,24,,SW Margaree,5,17,LOWER,AM,110,49.9,250,45,250
1993,5,24,,SW Margaree,5,17,LOWER,AM,110,49.9,255,29,255
1993,5,24,,SW Margaree,5,17,LOWER,AM,110,49.9,260,22,260
1993,5,24,,SW Margaree,5,17,LOWER,AM,110,49.9,265,21,265
1993,5,24,,SW Margaree,5,17,LOWER,AM,110,49.9,270,9,270
1993,5,24,,SW Margaree,5,17,LOWER,AM,110,49.9,275,5,275
1993,5,24,,SW Margaree,5,17,LOWER,AM,110,49.9,280,1,280
1993,5,24,,SW Margaree,5,17,LOWER,AM,110,49.9,285,1,285
1993,5,24,,SW Margaree,5,17,LOWER,AM,110,49.9,290,2,290
1993,5,28,,SW Margaree,5,17,LOWER,AM,92,41.7,230,4,230
1993,5,28,,SW Margaree,5,17,LOWER,AM,92,41.7,235,16,235
1993,5,28,,SW Margaree,5,17,LOWER,AM,92,41.7,240,35,240
1993,5,28,,SW Margaree,5,17,LOWER,AM,92,41.7,245,42,245
1993,5,28,,SW Margaree,5,17,LOWER,AM,92,41.7,250,36,250
1993,5,28,,SW Margaree,5,17,LOWER,AM,92,41.7,255,24,255
1993,5,28,,SW Margaree,5,17,LOWER,AM,92,41.7,260,17,260
1993,5,28,,SW Margaree,5,17,LOWER,AM,92,41.7,265,11,265
1993,5,28,,SW Margaree,5,17,LOWER,AM,92,41.7,270,9,270
1993,5,28,,SW Margaree,5,17,LOWER,AM,92,41.7,275,2,275
1993,5,28,,SW Margaree,5,17,LOWER,AM,92,41.7,280,1,280
1993,5,28,,SW Margaree,5,17,LOWER,AM,92,41.7,290,1,290
1993,5,14,,SW Margaree,3,26,LOWER,PM,108,49,235,2,235
1993,5,14,,SW Margaree,3,26,LOWER,PM,108,49,240,24,240
1993,5,14,,SW Margaree,3,26,LOWER,PM,108,49,245,30,245
1993,5,14,,SW Margaree,3,26,LOWER,PM,108,49,250,34,250
1993,5,14,,SW Margaree,3,26,LOWER,PM,108,49,255,32,255
1993,5,14,,SW Margaree,3,26,LOWER,PM,108,49,260,32,260
1993,5,14,,SW Margaree,3,26,LOWER,PM,108,49,265,25,265
1993,5,14,,SW Margaree,3,26,LOWER,PM,108,49,270,19,270
1993,5,14,,SW Margaree,3,26,LOWER,PM,108,49,275,15,275
1993,5,14,,SW Margaree,3,26,LOWER,PM,108,49,280,1,280
1993,5,14,,SW Margaree,3,26,LOWER,PM,108,49,285,7,285
1993,5,14,,SW Margaree,3,26,LOWER,PM,108,49,295,3,295
1993,5,17,,SW Margaree,4,26,LOWER,AM,122,55.3,230,7,230
1993,5,17,,SW Margaree,4,26,LOWER,AM,122,55.3,235,29,235
1993,5,17,,SW Margaree,4,26,LOWER,AM,122,55.3,240,48,240
1993,5,17,,SW Margaree,4,26,LOWER,AM,122,55.3,245,51,245
1993,5,17,,SW Margaree,4,26,LOWER,AM,122,55.3,250,43,250
1993,5,17,,SW Margaree,4,26,LOWER,AM,122,55.3,255,25,255
1993,5,17,,SW Margaree,4,26,LOWER,AM,122,55.3,260,12,260
1993,5,17,,SW Margaree,4,26,LOWER,AM,122,55.3,265,10,265
1993,5,17,,SW Margaree,4,26,LOWER,AM,122,55.3,270,5,270
1993,5,17,,SW Margaree,4,26,LOWER,AM,122,55.3,275,2,275
1993,5,31,,SW Margaree,6,26,LOWER,PM,97,44,225,2,225
1993,5,31,,SW Margaree,6,26,LOWER,PM,97,44,230,6,230
1993,5,31,,SW Margaree,6,26,LOWER,PM,97,44,235,20,235
1993,5,31,,SW Margaree,6,26,LOWER,PM,97,44,240,42,240
1993,5,31,,SW Margaree,6,26,LOWER,PM,97,44,245,48,245
1993,5,31,,SW Margaree,6,26,LOWER,PM,97,44,250,43,250
1993,5,31,,SW Margaree,6,26,LOWER,PM,97,44,255,17,255
1993,5,31,,SW Margaree,6,26,LOWER,PM,97,44,260,9,260
1993,5,31,,SW Margaree,6,26,LOWER,PM,97,44,265,6,265
1993,5,31,,SW Margaree,6,26,LOWER,PM,97,44,270,4,270
1993,5,31,,SW Margaree,6,26,LOWER,PM,97,44,275,1,275
1993,6,1,,SW Margaree,6,8,LOWER,PM,103,46.7,265,2,265
1993,6,1,,SW Margaree,6,8,LOWER,PM,103,46.7,275,1,275
1993,6,2,,SW Margaree,6,52,UPPER,PM,125,56.7,230,2,230
1993,6,2,,SW Margaree,6,52,UPPER,PM,125,56.7,235,26,235
1993,6,2,,SW Margaree,6,52,UPPER,PM,125,56.7,240,65,240
1993,6,2,,SW Margaree,6,52,UPPER,PM,125,56.7,245,64,245
1993,6,2,,SW Margaree,6,52,UPPER,PM,125,56.7,250,50,250
1993,6,2,,SW Margaree,6,52,UPPER,PM,125,56.7,255,37,255
1993,6,2,,SW Margaree,6,52,UPPER,PM,125,56.7,260,9,260
1993,6,2,,SW Margaree,6,52,UPPER,PM,125,56.7,265,2,265
1993,5,20,,SW Margaree,4,10,LOWER,AM,133,60.3,230,1,230
1993,5,20,,SW Margaree,4,10,LOWER,AM,133,60.3,235,8,235
1993,5,20,,SW Margaree,4,10,LOWER,AM,133,60.3,240,50,240
1993,5,20,,SW Margaree,4,10,LOWER,AM,133,60.3,245,49,245
1993,5,20,,SW Margaree,4,10,LOWER,AM,133,60.3,250,40,250
1993,5,20,,SW Margaree,4,10,LOWER,AM,133,60.3,255,26,255
1993,5,20,,SW Margaree,4,10,LOWER,AM,133,60.3,260,24,260
1993,5,20,,SW Margaree,4,10,LOWER,AM,133,60.3,265,21,265
1993,5,20,,SW Margaree,4,10,LOWER,AM,133,60.3,270,12,270
1993,5,20,,SW Margaree,4,10,LOWER,AM,133,60.3,275,11,275
1993,5,20,,SW Margaree,4,10,LOWER,AM,133,60.3,280,2,280
1993,5,20,,SW Margaree,4,10,LOWER,AM,133,60.3,285,1,285
1993,5,30,,SW Margaree,6,10,LOWER,AM,94,42.6,225,1,225
1993,5,30,,SW Margaree,6,10,LOWER,AM,94,42.6,230,8,230
1993,5,30,,SW Margaree,6,10,LOWER,AM,94,42.6,235,26,235
1993,5,30,,SW Margaree,6,10,LOWER,AM,94,42.6,240,60,240
1993,5,30,,SW Margaree,6,10,LOWER,AM,94,42.6,245,50,245
1993,5,30,,SW Margaree,6,10,LOWER,AM,94,42.6,250,41,250
1993,5,30,,SW Margaree,6,10,LOWER,AM,94,42.6,255,18,255
1993,5,30,,SW Margaree,6,10,LOWER,AM,94,42.6,260,4,260
1993,5,30,,SW Margaree,6,10,LOWER,AM,94,42.6,265,2,265
1993,5,30,,SW Margaree,6,10,LOWER,AM,94,42.6,270,1,270
1993,5,11,,SW Margaree,3,5,LOWER,PM,85,38.6,230,1,230
1993,5,11,,SW Margaree,3,5,LOWER,PM,85,38.6,235,1,235
1993,5,11,,SW Margaree,3,5,LOWER,PM,85,38.6,240,12,240
1993,5,11,,SW Margaree,3,5,LOWER,PM,85,38.6,245,24,245
1993,5,11,,SW Margaree,3,5,LOWER,PM,85,38.6,250,21,250
1993,5,11,,SW Margaree,3,5,LOWER,PM,85,38.6,255,20,255
1993,5,11,,SW Margaree,3,5,LOWER,PM,85,38.6,260,18,260
1993,5,11,,SW Margaree,3,5,LOWER,PM,85,38.6,265,12,265
1993,5,11,,SW Margaree,3,5,LOWER,PM,85,38.6,270,16,270
1993,5,11,,SW Margaree,3,5,LOWER,PM,85,38.6,275,12,275
1993,5,11,,SW Margaree,3,5,LOWER,PM,85,38.6,280,8,280
1993,5,11,,SW Margaree,3,5,LOWER,PM,85,38.6,285,3,285
1993,5,11,,SW Margaree,3,5,LOWER,PM,85,38.6,295,1,295
1993,5,21,,SW Margaree,4,5,LOWER,AM,137,62.1,230,1,230
1993,5,21,,SW Margaree,4,5,LOWER,AM,137,62.1,235,12,235
1993,5,21,,SW Margaree,4,5,LOWER,AM,137,62.1,240,42,240
1993,5,21,,SW Margaree,4,5,LOWER,AM,137,62.1,245,51,245
1993,5,21,,SW Margaree,4,5,LOWER,AM,137,62.1,250,64,250
1993,5,21,,SW Margaree,4,5,LOWER,AM,137,62.1,255,31,255
1993,5,21,,SW Margaree,4,5,LOWER,AM,137,62.1,260,19,260
1993,5,21,,SW Margaree,4,5,LOWER,AM,137,62.1,265,14,265
1993,5,21,,SW Margaree,4,5,LOWER,AM,137,62.1,270,10,270
1993,5,21,,SW Margaree,4,5,LOWER,AM,137,62.1,275,7,275
1993,5,21,,SW Margaree,4,5,LOWER,AM,137,62.1,280,8,280
1993,5,21,,SW Margaree,4,5,LOWER,AM,137,62.1,285,2,285
1993,5,22,,SW Margaree,4,5,LOWER,AM,132,59.9,230,2,230
1993,5,22,,SW Margaree,4,5,LOWER,AM,132,59.9,235,7,235
1993,5,22,,SW Margaree,4,5,LOWER,AM,132,59.9,240,35,240
1993,5,22,,SW Margaree,4,5,LOWER,AM,132,59.9,245,52,245
1993,5,22,,SW Margaree,4,5,LOWER,AM,132,59.9,250,50,250
1993,5,22,,SW Margaree,4,5,LOWER,AM,132,59.9,255,31,255
1993,5,22,,SW Margaree,4,5,LOWER,AM,132,59.9,260,20,260
1993,5,22,,SW Margaree,4,5,LOWER,AM,132,59.9,265,20,265
1993,5,22,,SW Margaree,4,5,LOWER,AM,132,59.9,270,16,270
1993,5,22,,SW Margaree,4,5,LOWER,AM,132,59.9,275,9,275
1993,5,22,,SW Margaree,4,5,LOWER,AM,132,59.9,280,3,280
1993,5,22,,SW Margaree,4,5,LOWER,AM,132,59.9,285,1,285
1993,5,22,,SW Margaree,4,5,LOWER,AM,132,59.9,290,1,290
1993,5,25,,SW Margaree,5,5,LOWER,AM,111,50.3,225,1,225
1993,5,25,,SW Margaree,5,5,LOWER,AM,111,50.3,235,13,235
1993,5,25,,SW Margaree,5,5,LOWER,AM,111,50.3,240,26,240
1993,5,25,,SW Margaree,5,5,LOWER,AM,111,50.3,245,52,245
1993,5,25,,SW Margaree,5,5,LOWER,AM,111,50.3,250,55,250
1993,5,25,,SW Margaree,5,5,LOWER,AM,111,50.3,255,23,255
1993,5,25,,SW Margaree,5,5,LOWER,AM,111,50.3,260,18,260
1993,5,25,,SW Margaree,5,5,LOWER,AM,111,50.3,265,12,265
1993,5,25,,SW Margaree,5,5,LOWER,AM,111,50.3,270,10,270
1993,5,25,,SW Margaree,5,5,LOWER,AM,111,50.3,275,4,275
1993,5,26,,SW Margaree,5,5,LOWER,PM,108,49,230,3,230
1993,5,26,,SW Margaree,5,5,LOWER,PM,108,49,235,14,235
1993,5,26,,SW Margaree,5,5,LOWER,PM,108,49,240,47,240
1993,5,26,,SW Margaree,5,5,LOWER,PM,108,49,245,48,245
1993,5,26,,SW Margaree,5,5,LOWER,PM,108,49,250,49,250
1993,5,26,,SW Margaree,5,5,LOWER,PM,108,49,255,32,255
1993,5,26,,SW Margaree,5,5,LOWER,PM,108,49,260,9,260
1993,5,26,,SW Margaree,5,5,LOWER,PM,108,49,265,4,265
1993,5,26,,SW Margaree,5,5,LOWER,PM,108,49,270,4,270
