yy,mm,dd,Time,river,week,site,loc,period,wt_lbs,wt_kg,lgth,freq,Flbin,DATETIME,SITE1,SITE2,SITE3,id,length_bin_id,FLAG_SITE,FLAG_PERIOD,FLAG_AM_PM_PERIOD_DISCREPANCIES
1993,5,21,,SW MARGAREE,4,5,LOWER,AM,137.0,62.1,265,14,265,1993-05-21 00:00:00,5,,,1993052105,26.5,,,
1993,5,21,,SW MARGAREE,4,5,LOWER,AM,137.0,62.1,270,10,270,1993-05-21 00:00:00,5,,,1993052105,27.0,,,
1993,5,21,,SW MARGAREE,4,5,LOWER,AM,137.0,62.1,275,7,275,1993-05-21 00:00:00,5,,,1993052105,27.5,,,
1993,5,21,,SW MARGAREE,4,5,LOWER,AM,137.0,62.1,280,8,280,1993-05-21 00:00:00,5,,,1993052105,28.0,,,
1993,5,21,,SW MARGAREE,4,5,LOWER,AM,137.0,62.1,285,2,285,1993-05-21 00:00:00,5,,,1993052105,28.5,,,
1993,5,22,,SW MARGAREE,4,5,LOWER,AM,132.0,59.9,230,2,230,1993-05-22 00:00:00,5,,,1993052205,23.0,,,
1993,5,22,,SW MARGAREE,4,5,LOWER,AM,132.0,59.9,235,7,235,1993-05-22 00:00:00,5,,,1993052205,23.5,,,
1993,5,22,,SW MARGAREE,4,5,LOWER,AM,132.0,59.9,240,35,240,1993-05-22 00:00:00,5,,,1993052205,24.0,,,
1993,5,22,,SW MARGAREE,4,5,LOWER,AM,132.0,59.9,245,52,245,1993-05-22 00:00:00,5,,,1993052205,24.5,,,
1993,5,22,,SW MARGAREE,4,5,LOWER,AM,132.0,59.9,250,50,250,1993-05-22 00:00:00,5,,,1993052205,25.0,,,
1993,5,22,,SW MARGAREE,4,5,LOWER,AM,132.0,59.9,255,31,255,1993-05-22 00:00:00,5,,,1993052205,25.5,,,
1993,5,22,,SW MARGAREE,4,5,LOWER,AM,132.0,59.9,260,20,260,1993-05-22 00:00:00,5,,,1993052205,26.0,,,
1993,5,22,,SW MARGAREE,4,5,LOWER,AM,132.0,59.9,265,20,265,1993-05-22 00:00:00,5,,,1993052205,26.5,,,
1993,5,22,,SW MARGAREE,4,5,LOWER,AM,132.0,59.9,270,16,270,1993-05-22 00:00:00,5,,,1993052205,27.0,,,
1993,5,22,,SW MARGAREE,4,5,LOWER,AM,132.0,59.9,275,9,275,1993-05-22 00:00:00,5,,,1993052205,27.5,,,
1993,5,22,,SW MARGAREE,4,5,LOWER,AM,132.0,59.9,280,3,280,1993-05-22 00:00:00,5,,,1993052205,28.0,,,
1993,5,22,,SW MARGAREE,4,5,LOWER,AM,132.0,59.9,285,1,285,1993-05-22 00:00:00,5,,,1993052205,28.5,,,
1993,5,22,,SW MARGAREE,4,5,LOWER,AM,132.0,59.9,290,1,290,1993-05-22 00:00:00,5,,,1993052205,29.0,,,
1993,5,25,,SW MARGAREE,5,5,LOWER,AM,111.0,50.3,225,1,225,1993-05-25 00:00:00,5,,,1993052505,22.5,,,
1993,5,25,,SW MARGAREE,5,5,LOWER,AM,111.0,50.3,235,13,235,1993-05-25 00:00:00,5,,,1993052505,23.5,,,
1993,5,25,,SW MARGAREE,5,5,LOWER,AM,111.0,50.3,240,26,240,1993-05-25 00:00:00,5,,,1993052505,24.0,,,
1993,5,25,,SW MARGAREE,5,5,LOWER,AM,111.0,50.3,245,52,245,1993-05-25 00:00:00,5,,,1993052505,24.5,,,
1993,5,25,,SW MARGAREE,5,5,LOWER,AM,111.0,50.3,250,55,250,1993-05-25 00:00:00,5,,,1993052505,25.0,,,
1993,5,25,,SW MARGAREE,5,5,LOWER,AM,111.0,50.3,255,23,255,1993-05-25 00:00:00,5,,,1993052505,25.5,,,
1993,5,25,,SW MARGAREE,5,5,LOWER,AM,111.0,50.3,260,18,260,1993-05-25 00:00:00,5,,,1993052505,26.0,,,
1993,5,25,,SW MARGAREE,5,5,LOWER,AM,111.0,50.3,265,12,265,1993-05-25 00:00:00,5,,,1993052505,26.5,,,
1993,5,25,,SW MARGAREE,5,5,LOWER,AM,111.0,50.3,270,10,270,1993-05-25 00:00:00,5,,,1993052505,27.0,,,
1993,5,25,,SW MARGAREE,5,5,LOWER,AM,111.0,50.3,275,4,275,1993-05-25 00:00:00,5,,,1993052505,27.5,,,
1993,5,26,,SW MARGAREE,5,5,LOWER,PM,108.0,49.0,230,3,230,1993-05-26 00:00:00,5,,,1993052605,23.0,,,
1993,5,26,,SW MARGAREE,5,5,LOWER,PM,108.0,49.0,235,14,235,1993-05-26 00:00:00,5,,,1993052605,23.5,,,
1993,5,26,,SW MARGAREE,5,5,LOWER,PM,108.0,49.0,240,47,240,1993-05-26 00:00:00,5,,,1993052605,24.0,,,
1993,5,26,,SW MARGAREE,5,5,LOWER,PM,108.0,49.0,245,48,245,1993-05-26 00:00:00,5,,,1993052605,24.5,,,
1993,5,26,,SW MARGAREE,5,5,LOWER,PM,108.0,49.0,250,49,250,1993-05-26 00:00:00,5,,,1993052605,25.0,,,
1993,5,26,,SW MARGAREE,5,5,LOWER,PM,108.0,49.0,255,32,255,1993-05-26 00:00:00,5,,,1993052605,25.5,,,
1993,5,26,,SW MARGAREE,5,5,LOWER,PM,108.0,49.0,260,9,260,1993-05-26 00:00:00,5,,,1993052605,26.0,,,
1993,5,26,,SW MARGAREE,5,5,LOWER,PM,108.0,49.0,265,4,265,1993-05-26 00:00:00,5,,,1993052605,26.5,,,
1993,5,26,,SW MARGAREE,5,5,LOWER,PM,108.0,49.0,270,4,270,1993-05-26 00:00:00,5,,,1993052605,27.0,,,
1993,5,26,,SW MARGAREE,5,5,LOWER,PM,108.0,49.0,275,2,275,1993-05-26 00:00:00,5,,,1993052605,27.5,,,
1993,5,26,,SW MARGAREE,5,5,LOWER,PM,108.0,49.0,280,1,280,1993-05-26 00:00:00,5,,,1993052605,28.0,,,
1993,5,26,,SW MARGAREE,5,5,LOWER,PM,108.0,49.0,295,1,295,1993-05-26 00:00:00,5,,,1993052605,29.5,,,
1993,5,29,,SW MARGAREE,5,5,LOWER,AM,47.0,21.3,230,1,230,1993-05-29 00:00:00,5,,,1993052905,23.0,,,
1993,5,29,,SW MARGAREE,5,5,LOWER,AM,47.0,21.3,235,9,235,1993-05-29 00:00:00,5,,,1993052905,23.5,,,
1993,5,29,,SW MARGAREE,5,5,LOWER,AM,47.0,21.3,240,13,240,1993-05-29 00:00:00,5,,,1993052905,24.0,,,
1993,5,29,,SW MARGAREE,5,5,LOWER,AM,47.0,21.3,245,23,245,1993-05-29 00:00:00,5,,,1993052905,24.5,,,
1993,5,29,,SW MARGAREE,5,5,LOWER,AM,47.0,21.3,250,27,250,1993-05-29 00:00:00,5,,,1993052905,25.0,,,
1993,5,29,,SW MARGAREE,5,5,LOWER,AM,47.0,21.3,255,9,255,1993-05-29 00:00:00,5,,,1993052905,25.5,,,
1993,5,29,,SW MARGAREE,5,5,LOWER,AM,47.0,21.3,260,4,260,1993-05-29 00:00:00,5,,,1993052905,26.0,,,
1993,5,29,,SW MARGAREE,5,5,LOWER,AM,47.0,21.3,265,5,265,1993-05-29 00:00:00,5,,,1993052905,26.5,,,
1993,5,29,,SW MARGAREE,5,5,LOWER,AM,47.0,21.3,270,2,270,1993-05-29 00:00:00,5,,,1993052905,27.0,,,
1993,5,29,,SW MARGAREE,5,5,LOWER,AM,47.0,21.3,275,1,275,1993-05-29 00:00:00,5,,,1993052905,27.5,,,
1993,5,29,,SW MARGAREE,5,5,LOWER,AM,47.0,21.3,280,2,280,1993-05-29 00:00:00,5,,,1993052905,28.0,,,
1993,5,14,,SW MARGAREE,3,37,UPPER,PM,115.0,52.2,235,1,235,1993-05-14 00:00:00,37,,,1993051437,23.5,,,
1993,5,14,,SW MARGAREE,3,37,UPPER,PM,115.0,52.2,240,13,240,1993-05-14 00:00:00,37,,,1993051437,24.0,,,
1993,5,14,,SW MARGAREE,3,37,UPPER,PM,115.0,52.2,245,30,245,1993-05-14 00:00:00,37,,,1993051437,24.5,,,
1993,5,14,,SW MARGAREE,3,37,UPPER,PM,115.0,52.2,250,34,250,1993-05-14 00:00:00,37,,,1993051437,25.0,,,
1993,5,14,,SW MARGAREE,3,37,UPPER,PM,115.0,52.2,255,30,255,1993-05-14 00:00:00,37,,,1993051437,25.5,,,
1993,5,14,,SW MARGAREE,3,37,UPPER,PM,115.0,52.2,260,31,260,1993-05-14 00:00:00,37,,,1993051437,26.0,,,
1993,5,14,,SW MARGAREE,3,37,UPPER,PM,115.0,52.2,265,32,265,1993-05-14 00:00:00,37,,,1993051437,26.5,,,
1993,5,14,,SW MARGAREE,3,37,UPPER,PM,115.0,52.2,270,24,270,1993-05-14 00:00:00,37,,,1993051437,27.0,,,
1993,5,14,,SW MARGAREE,3,37,UPPER,PM,115.0,52.2,275,18,275,1993-05-14 00:00:00,37,,,1993051437,27.5,,,
1993,5,14,,SW MARGAREE,3,37,UPPER,PM,115.0,52.2,280,3,280,1993-05-14 00:00:00,37,,,1993051437,28.0,,,
1993,5,14,,SW MARGAREE,3,37,UPPER,PM,115.0,52.2,285,3,285,1993-05-14 00:00:00,37,,,1993051437,28.5,,,
1993,5,14,,SW MARGAREE,3,37,UPPER,PM,115.0,52.2,290,3,290,1993-05-14 00:00:00,37,,,1993051437,29.0,,,
1993,5,27,,SW MARGAREE,5,37,UPPER,AM,106.0,48.1,230,1,230,1993-05-27 00:00:00,37,,,1993052737,23.0,,,
1993,5,27,,SW MARGAREE,5,37,UPPER,AM,106.0,48.1,235,16,235,1993-05-27 00:00:00,37,,,1993052737,23.5,,,
1993,5,27,,SW MARGAREE,5,37,UPPER,AM,106.0,48.1,240,46,240,1993-05-27 00:00:00,37,,,1993052737,24.0,,,
1993,5,27,,SW MARGAREE,5,37,UPPER,AM,106.0,48.1,245,61,245,1993-05-27 00:00:00,37,,,1993052737,24.5,,,
1993,5,27,,SW MARGAREE,5,37,UPPER,AM,106.0,48.1,250,49,250,1993-05-27 00:00:00,37,,,1993052737,25.0,,,
1993,5,27,,SW MARGAREE,5,37,UPPER,AM,106.0,48.1,255,23,255,1993-05-27 00:00:00,37,,,1993052737,25.5,,,
1993,5,27,,SW MARGAREE,5,37,UPPER,AM,106.0,48.1,260,8,260,1993-05-27 00:00:00,37,,,1993052737,26.0,,,
1993,5,27,,SW MARGAREE,5,37,UPPER,AM,106.0,48.1,265,6,265,1993-05-27 00:00:00,37,,,1993052737,26.5,,,
1993,5,27,,SW MARGAREE,5,37,UPPER,AM,106.0,48.1,270,3,270,1993-05-27 00:00:00,37,,,1993052737,27.0,,,
1993,5,27,,SW MARGAREE,5,37,UPPER,AM,106.0,48.1,285,1,285,1993-05-27 00:00:00,37,,,1993052737,28.5,,,
1993,5,30,,SW MARGAREE,6,37,UPPER,PM,93.0,42.2,230,7,230,1993-05-30 00:00:00,37,,,1993053037,23.0,,,
1993,5,30,,SW MARGAREE,6,37,UPPER,PM,93.0,42.2,235,25,235,1993-05-30 00:00:00,37,,,1993053037,23.5,,,
1993,5,30,,SW MARGAREE,6,37,UPPER,PM,93.0,42.2,240,51,240,1993-05-30 00:00:00,37,,,1993053037,24.0,,,
1993,5,30,,SW MARGAREE,6,37,UPPER,PM,93.0,42.2,245,62,245,1993-05-30 00:00:00,37,,,1993053037,24.5,,,
1993,5,30,,SW MARGAREE,6,37,UPPER,PM,93.0,42.2,250,27,250,1993-05-30 00:00:00,37,,,1993053037,25.0,,,
1993,5,30,,SW MARGAREE,6,37,UPPER,PM,93.0,42.2,255,16,255,1993-05-30 00:00:00,37,,,1993053037,25.5,,,
1993,5,30,,SW MARGAREE,6,37,UPPER,PM,93.0,42.2,260,3,260,1993-05-30 00:00:00,37,,,1993053037,26.0,,,
1993,5,30,,SW MARGAREE,6,37,UPPER,PM,93.0,42.2,265,3,265,1993-05-30 00:00:00,37,,,1993053037,26.5,,,
1993,5,30,,SW MARGAREE,6,37,UPPER,PM,93.0,42.2,270,3,270,1993-05-30 00:00:00,37,,,1993053037,27.0,,,
1993,5,23,,SW MARGAREE,5,60,UPPER,AM,105.0,47.6,230,1,230,1993-05-23 00:00:00,60,,,1993052360,23.0,,,
1993,5,23,,SW MARGAREE,5,60,UPPER,AM,105.0,47.6,235,6,235,1993-05-23 00:00:00,60,,,1993052360,23.5,,,
1993,5,23,,SW MARGAREE,5,60,UPPER,AM,105.0,47.6,240,23,240,1993-05-23 00:00:00,60,,,1993052360,24.0,,,
1993,5,23,,SW MARGAREE,5,60,UPPER,AM,105.0,47.6,245,35,245,1993-05-23 00:00:00,60,,,1993052360,24.5,,,
1993,5,23,,SW MARGAREE,5,60,UPPER,AM,105.0,47.6,250,50,250,1993-05-23 00:00:00,60,,,1993052360,25.0,,,
1993,5,23,,SW MARGAREE,5,60,UPPER,AM,105.0,47.6,255,24,255,1993-05-23 00:00:00,60,,,1993052360,25.5,,,
1993,5,23,,SW MARGAREE,5,60,UPPER,AM,105.0,47.6,260,19,260,1993-05-23 00:00:00,60,,,1993052360,26.0,,,
1993,5,23,,SW MARGAREE,5,60,UPPER,AM,105.0,47.6,265,16,265,1993-05-23 00:00:00,60,,,1993052360,26.5,,,
1993,5,23,,SW MARGAREE,5,60,UPPER,AM,105.0,47.6,270,15,270,1993-05-23 00:00:00,60,,,1993052360,27.0,,,
1993,5,23,,SW MARGAREE,5,60,UPPER,AM,105.0,47.6,275,6,275,1993-05-23 00:00:00,60,,,1993052360,27.5,,,
1993,5,23,,SW MARGAREE,5,60,UPPER,AM,105.0,47.6,280,3,280,1993-05-23 00:00:00,60,,,1993052360,28.0,,,
1993,5,23,,SW MARGAREE,5,60,UPPER,AM,105.0,47.6,285,2,285,1993-05-23 00:00:00,60,,,1993052360,28.5,,,
1993,5,28,,SW MARGAREE,5,60,UPPER,AM,96.0,43.5,230,4,230,1993-05-28 00:00:00,60,,,1993052860,23.0,,,
1993,5,28,,SW MARGAREE,5,60,UPPER,AM,96.0,43.5,235,10,235,1993-05-28 00:00:00,60,,,1993052860,23.5,,,
1993,5,28,,SW MARGAREE,5,60,UPPER,AM,96.0,43.5,240,45,240,1993-05-28 00:00:00,60,,,1993052860,24.0,,,
1993,5,28,,SW MARGAREE,5,60,UPPER,AM,96.0,43.5,245,53,245,1993-05-28 00:00:00,60,,,1993052860,24.5,,,
1993,5,28,,SW MARGAREE,5,60,UPPER,AM,96.0,43.5,250,30,250,1993-05-28 00:00:00,60,,,1993052860,25.0,,,
1993,5,28,,SW MARGAREE,5,60,UPPER,AM,96.0,43.5,255,26,255,1993-05-28 00:00:00,60,,,1993052860,25.5,,,
1993,5,28,,SW MARGAREE,5,60,UPPER,AM,96.0,43.5,260,13,260,1993-05-28 00:00:00,60,,,1993052860,26.0,,,
1993,5,28,,SW MARGAREE,5,60,UPPER,AM,96.0,43.5,265,12,265,1993-05-28 00:00:00,60,,,1993052860,26.5,,,
1993,5,28,,SW MARGAREE,5,60,UPPER,AM,96.0,43.5,270,8,270,1993-05-28 00:00:00,60,,,1993052860,27.0,,,
1993,5,28,,SW MARGAREE,5,60,UPPER,AM,96.0,43.5,275,1,275,1993-05-28 00:00:00,60,,,1993052860,27.5,,,
1993,5,31,,SW MARGAREE,6,60,UPPER,PM,90.0,40.8,230,5,230,1993-05-31 00:00:00,60,,,1993053160,23.0,,,
1993,5,31,,SW MARGAREE,6,60,UPPER,PM,90.0,40.8,235,16,235,1993-05-31 00:00:00,60,,,1993053160,23.5,,,
1993,5,31,,SW MARGAREE,6,60,UPPER,PM,90.0,40.8,240,46,240,1993-05-31 00:00:00,60,,,1993053160,24.0,,,
1993,5,31,,SW MARGAREE,6,60,UPPER,PM,90.0,40.8,245,50,245,1993-05-31 00:00:00,60,,,1993053160,24.5,,,
1993,5,31,,SW MARGAREE,6,60,UPPER,PM,90.0,40.8,250,29,250,1993-05-31 00:00:00,60,,,1993053160,25.0,,,
1993,5,31,,SW MARGAREE,6,60,UPPER,PM,90.0,40.8,255,30,255,1993-05-31 00:00:00,60,,,1993053160,25.5,,,
1993,5,31,,SW MARGAREE,6,60,UPPER,PM,90.0,40.8,260,10,260,1993-05-31 00:00:00,60,,,1993053160,26.0,,,
1993,5,31,,SW MARGAREE,6,60,UPPER,PM,90.0,40.8,265,2,265,1993-05-31 00:00:00,60,,,1993053160,26.5,,,
1993,5,31,,SW MARGAREE,6,60,UPPER,PM,90.0,40.8,270,15,270,1993-05-31 00:00:00,60,,,1993053160,27.0,,,
1993,5,31,,SW MARGAREE,6,60,UPPER,PM,90.0,40.8,275,1,275,1993-05-31 00:00:00,60,,,1993053160,27.5,,,
1993,5,31,,SW MARGAREE,6,60,UPPER,PM,90.0,40.8,280,1,280,1993-05-31 00:00:00,60,,,1993053160,28.0,,,
1993,5,31,,SW MARGAREE,6,60,UPPER,PM,90.0,40.8,295,1,295,1993-05-31 00:00:00,60,,,1993053160,29.5,,,
1993,5,21,,SW MARGAREE,4,41,UPPER,AM,132.0,59.9,230,3,230,1993-05-21 00:00:00,41,,,1993052141,23.0,,,
1993,5,21,,SW MARGAREE,4,41,UPPER,AM,132.0,59.9,235,11,235,1993-05-21 00:00:00,41,,,1993052141,23.5,,,
1993,5,21,,SW MARGAREE,4,41,UPPER,AM,132.0,59.9,240,30,240,1993-05-21 00:00:00,41,,,1993052141,24.0,,,
1993,5,21,,SW MARGAREE,4,41,UPPER,AM,132.0,59.9,245,65,245,1993-05-21 00:00:00,41,,,1993052141,24.5,,,
1993,5,21,,SW MARGAREE,4,41,UPPER,AM,132.0,59.9,250,57,250,1993-05-21 00:00:00,41,,,1993052141,25.0,,,
1993,5,21,,SW MARGAREE,4,41,UPPER,AM,132.0,59.9,255,40,255,1993-05-21 00:00:00,41,,,1993052141,25.5,,,
1993,5,21,,SW MARGAREE,4,41,UPPER,AM,132.0,59.9,260,19,260,1993-05-21 00:00:00,41,,,1993052141,26.0,,,
1993,5,21,,SW MARGAREE,4,41,UPPER,AM,132.0,59.9,265,15,265,1993-05-21 00:00:00,41,,,1993052141,26.5,,,
1993,5,21,,SW MARGAREE,4,41,UPPER,AM,132.0,59.9,270,8,270,1993-05-21 00:00:00,41,,,1993052141,27.0,,,
1993,5,21,,SW MARGAREE,4,41,UPPER,AM,132.0,59.9,275,7,275,1993-05-21 00:00:00,41,,,1993052141,27.5,,,
1993,5,21,,SW MARGAREE,4,41,UPPER,AM,132.0,59.9,280,5,280,1993-05-21 00:00:00,41,,,1993052141,28.0,,,
1993,5,21,,SW MARGAREE,4,41,UPPER,AM,132.0,59.9,290,1,290,1993-05-21 00:00:00,41,,,1993052141,29.0,,,
1993,6,2,,SW MARGAREE,6,7,LOWER,AM,97.0,44.0,230,7,230,1993-06-02 00:00:00,7,,,1993060207,23.0,,,
1993,6,2,,SW MARGAREE,6,7,LOWER,AM,97.0,44.0,235,42,235,1993-06-02 00:00:00,7,,,1993060207,23.5,,,
1993,6,2,,SW MARGAREE,6,7,LOWER,AM,97.0,44.0,240,47,240,1993-06-02 00:00:00,7,,,1993060207,24.0,,,
1993,6,2,,SW MARGAREE,6,7,LOWER,AM,97.0,44.0,245,45,245,1993-06-02 00:00:00,7,,,1993060207,24.5,,,
1993,6,2,,SW MARGAREE,6,7,LOWER,AM,97.0,44.0,250,42,250,1993-06-02 00:00:00,7,,,1993060207,25.0,,,
1993,6,2,,SW MARGAREE,6,7,LOWER,AM,97.0,44.0,255,20,255,1993-06-02 00:00:00,7,,,1993060207,25.5,,,
1993,6,2,,SW MARGAREE,6,7,LOWER,AM,97.0,44.0,260,9,260,1993-06-02 00:00:00,7,,,1993060207,26.0,,,
1993,6,2,,SW MARGAREE,6,7,LOWER,AM,97.0,44.0,265,1,265,1993-06-02 00:00:00,7,,,1993060207,26.5,,,
1993,6,2,,SW MARGAREE,6,7,LOWER,AM,97.0,44.0,275,1,275,1993-06-02 00:00:00,7,,,1993060207,27.5,,,
1993,6,3,,SW MARGAREE,6,"5,8",LOWER,AM,117.0,53.1,225,1,225,1993-06-03 00:00:00,5,8,,1993060305,22.5,True,,
1993,6,3,,SW MARGAREE,6,"5,8",LOWER,AM,117.0,53.1,230,3,230,1993-06-03 00:00:00,5,8,,1993060305,23.0,True,,
1993,6,3,,SW MARGAREE,6,"5,8",LOWER,AM,117.0,53.1,235,23,235,1993-06-03 00:00:00,5,8,,1993060305,23.5,True,,
1993,6,3,,SW MARGAREE,6,"5,8",LOWER,AM,117.0,53.1,240,31,240,1993-06-03 00:00:00,5,8,,1993060305,24.0,True,,
1993,6,3,,SW MARGAREE,6,"5,8",LOWER,AM,117.0,53.1,245,66,245,1993-06-03 00:00:00,5,8,,1993060305,24.5,True,,
1993,6,3,,SW MARGAREE,6,"5,8",LOWER,AM,117.0,53.1,250,59,250,1993-06-03 00:00:00,5,8,,1993060305,25.0,True,,
1993,6,3,,SW MARGAREE,6,"5,8",LOWER,AM,117.0,53.1,255,29,255,1993-06-03 00:00:00,5,8,,1993060305,25.5,True,,
1993,6,3,,SW MARGAREE,6,"5,8",LOWER,AM,117.0,53.1,260,11,260,1993-06-03 00:00:00,5,8,,1993060305,26.0,True,,
1993,6,3,,SW MARGAREE,6,"5,8",LOWER,AM,117.0,53.1,265,4,265,1993-06-03 00:00:00,5,8,,1993060305,26.5,True,,
1993,6,3,,SW MARGAREE,6,"5,8",LOWER,AM,117.0,53.1,270,4,270,1993-06-03 00:00:00,5,8,,1993060305,27.0,True,,
1993,6,3,,SW MARGAREE,6,"52,60",UPPER,PM,119.0,54.0,230,10,230,1993-06-03 00:00:00,52,60,,1993060352,23.0,True,,
1993,6,3,,SW MARGAREE,6,"52,60",UPPER,PM,119.0,54.0,235,27,235,1993-06-03 00:00:00,52,60,,1993060352,23.5,True,,
1993,5,16,,SW MARGAREE,4,52,UPPER,AM,112.0,50.8,230,1,230,1993-05-16 00:00:00,52,,,1993051652,23.0,,,
1993,5,16,,SW MARGAREE,4,52,UPPER,AM,112.0,50.8,235,7,235,1993-05-16 00:00:00,52,,,1993051652,23.5,,,
1993,5,16,,SW MARGAREE,4,52,UPPER,AM,112.0,50.8,240,21,240,1993-05-16 00:00:00,52,,,1993051652,24.0,,,
1993,5,16,,SW MARGAREE,4,52,UPPER,AM,112.0,50.8,245,19,245,1993-05-16 00:00:00,52,,,1993051652,24.5,,,
1993,5,16,,SW MARGAREE,4,52,UPPER,AM,112.0,50.8,250,27,250,1993-05-16 00:00:00,52,,,1993051652,25.0,,,
1993,5,16,,SW MARGAREE,4,52,UPPER,AM,112.0,50.8,255,37,255,1993-05-16 00:00:00,52,,,1993051652,25.5,,,
1993,5,16,,SW MARGAREE,4,52,UPPER,AM,112.0,50.8,260,31,260,1993-05-16 00:00:00,52,,,1993051652,26.0,,,
1993,5,16,,SW MARGAREE,4,52,UPPER,AM,112.0,50.8,265,35,265,1993-05-16 00:00:00,52,,,1993051652,26.5,,,
1993,5,16,,SW MARGAREE,4,52,UPPER,AM,112.0,50.8,270,26,270,1993-05-16 00:00:00,52,,,1993051652,27.0,,,
1993,5,16,,SW MARGAREE,4,52,UPPER,AM,112.0,50.8,275,22,275,1993-05-16 00:00:00,52,,,1993051652,27.5,,,
1993,5,16,,SW MARGAREE,4,52,UPPER,AM,112.0,50.8,280,3,280,1993-05-16 00:00:00,52,,,1993051652,28.0,,,
1993,5,16,,SW MARGAREE,4,52,UPPER,AM,112.0,50.8,285,4,285,1993-05-16 00:00:00,52,,,1993051652,28.5,,,
1993,5,16,,SW MARGAREE,4,52,UPPER,AM,112.0,50.8,290,3,290,1993-05-16 00:00:00,52,,,1993051652,29.0,,,
1993,5,16,,SW MARGAREE,4,52,UPPER,AM,112.0,50.8,295,1,295,1993-05-16 00:00:00,52,,,1993051652,29.5,,,
1993,5,17,,SW MARGAREE,4,52,UPPER,AM,110.0,49.9,230,1,230,1993-05-17 00:00:00,52,,,1993051752,23.0,,,
1993,5,17,,SW MARGAREE,4,52,UPPER,AM,110.0,49.9,235,17,235,1993-05-17 00:00:00,52,,,1993051752,23.5,,,
1993,5,17,,SW MARGAREE,4,52,UPPER,AM,110.0,49.9,240,40,240,1993-05-17 00:00:00,52,,,1993051752,24.0,,,
1993,5,17,,SW MARGAREE,4,52,UPPER,AM,110.0,49.9,245,43,245,1993-05-17 00:00:00,52,,,1993051752,24.5,,,
1993,5,17,,SW MARGAREE,4,52,UPPER,AM,110.0,49.9,250,25,250,1993-05-17 00:00:00,52,,,1993051752,25.0,,,
1993,5,17,,SW MARGAREE,4,52,UPPER,AM,110.0,49.9,255,21,255,1993-05-17 00:00:00,52,,,1993051752,25.5,,,
1993,5,17,,SW MARGAREE,4,52,UPPER,AM,110.0,49.9,260,23,260,1993-05-17 00:00:00,52,,,1993051752,26.0,,,
1993,5,17,,SW MARGAREE,4,52,UPPER,AM,110.0,49.9,265,12,265,1993-05-17 00:00:00,52,,,1993051752,26.5,,,
1993,5,17,,SW MARGAREE,4,52,UPPER,AM,110.0,49.9,270,10,270,1993-05-17 00:00:00,52,,,1993051752,27.0,,,
1993,5,17,,SW MARGAREE,4,52,UPPER,AM,110.0,49.9,275,9,275,1993-05-17 00:00:00,52,,,1993051752,27.5,,,
1993,5,17,,SW MARGAREE,4,52,UPPER,AM,110.0,49.9,280,3,280,1993-05-17 00:00:00,52,,,1993051752,28.0,,,
1993,5,17,,SW MARGAREE,4,52,UPPER,AM,110.0,49.9,285,1,285,1993-05-17 00:00:00,52,,,1993051752,28.5,,,
1993,5,17,,SW MARGAREE,4,52,UPPER,AM,110.0,49.9,290,1,290,1993-05-17 00:00:00,52,,,1993051752,29.0,,,
1993,5,22,,SW MARGAREE,4,52,UPPER,PM,113.0,51.3,230,1,230,1993-05-22 00:00:00,52,,,1993052252,23.0,,,
1993,5,22,,SW MARGAREE,4,52,UPPER,PM,113.0,51.3,235,6,235,1993-05-22 00:00:00,52,,,1993052252,23.5,,,
1993,5,22,,SW MARGAREE,4,52,UPPER,PM,113.0,51.3,240,31,240,1993-05-22 00:00:00,52,,,1993052252,24.0,,,
1993,5,22,,SW MARGAREE,4,52,UPPER,PM,113.0,51.3,245,46,245,1993-05-22 00:00:00,52,,,1993052252,24.5,,,
1993,5,22,,SW MARGAREE,4,52,UPPER,PM,113.0,51.3,250,44,250,1993-05-22 00:00:00,52,,,1993052252,25.0,,,
1993,5,22,,SW MARGAREE,4,52,UPPER,PM,113.0,51.3,255,27,255,1993-05-22 00:00:00,52,,,1993052252,25.5,,,
1993,5,22,,SW MARGAREE,4,52,UPPER,PM,113.0,51.3,260,14,260,1993-05-22 00:00:00,52,,,1993052252,26.0,,,
1993,5,22,,SW MARGAREE,4,52,UPPER,PM,113.0,51.3,265,13,265,1993-05-22 00:00:00,52,,,1993052252,26.5,,,
1993,5,22,,SW MARGAREE,4,52,UPPER,PM,113.0,51.3,270,15,270,1993-05-22 00:00:00,52,,,1993052252,27.0,,,
1993,5,22,,SW MARGAREE,4,52,UPPER,PM,113.0,51.3,275,7,275,1993-05-22 00:00:00,52,,,1993052252,27.5,,,
1993,5,22,,SW MARGAREE,4,52,UPPER,PM,113.0,51.3,280,6,280,1993-05-22 00:00:00,52,,,1993052252,28.0,,,
1993,5,22,,SW MARGAREE,4,52,UPPER,PM,113.0,51.3,285,4,285,1993-05-22 00:00:00,52,,,1993052252,28.5,,,
1993,5,22,,SW MARGAREE,4,52,UPPER,PM,113.0,51.3,290,1,290,1993-05-22 00:00:00,52,,,1993052252,29.0,,,
1993,5,29,,SW MARGAREE,5,52,UPPER,AM,115.0,52.2,220,1,220,1993-05-29 00:00:00,52,,,1993052952,22.0,,,
1993,5,29,,SW MARGAREE,5,52,UPPER,AM,115.0,52.2,225,3,225,1993-05-29 00:00:00,52,,,1993052952,22.5,,,
