yy,mm,dd,Time,river,week,site,loc,period,wt_lbs,wt_kg,lgth,freq,Flbin,DATETIME,SITE1,SITE2,SITE3,id,length_bin_id,FLAG_SITE,FLAG_PERIOD,FLAG_AM_PM_PERIOD_DISCREPANCIES
2010,5,19,1345.0,SW MARGAREE,4,26,LOWER,AM,129.0,58.5,260,39,260,2010-05-19 13:45:00,26,,,3010051926,26.0,,,
2010,5,19,1345.0,SW MARGAREE,4,26,LOWER,AM,129.0,58.5,265,18,265,2010-05-19 13:45:00,26,,,3010051926,26.5,,,
2010,5,19,1345.0,SW MARGAREE,4,26,LOWER,AM,129.0,58.5,270,9,270,2010-05-19 13:45:00,26,,,3010051926,27.0,,,
2010,5,19,1345.0,SW MARGAREE,4,26,LOWER,AM,129.0,58.5,275,9,275,2010-05-19 13:45:00,26,,,3010051926,27.5,,,
2010,5,19,1345.0,SW MARGAREE,4,26,LOWER,AM,129.0,58.5,280,2,280,2010-05-19 13:45:00,26,,,3010051926,28.0,,,
2010,5,19,1345.0,SW MARGAREE,4,26,LOWER,AM,129.0,58.5,285,3,285,2010-05-19 13:45:00,26,,,3010051926,28.5,,,
2010,5,19,1630.0,SW MARGAREE,4,26,LOWER,PM,100.0,45.4,220,1,220,2010-05-19 16:30:00,26,,,4010051926,22.0,,,
2010,5,19,1630.0,SW MARGAREE,4,26,LOWER,PM,100.0,45.4,225,3,225,2010-05-19 16:30:00,26,,,4010051926,22.5,,,
2010,5,19,1630.0,SW MARGAREE,4,26,LOWER,PM,100.0,45.4,230,15,230,2010-05-19 16:30:00,26,,,4010051926,23.0,,,
2010,5,19,1630.0,SW MARGAREE,4,26,LOWER,PM,100.0,45.4,235,19,235,2010-05-19 16:30:00,26,,,4010051926,23.5,,,
2010,5,19,1630.0,SW MARGAREE,4,26,LOWER,PM,100.0,45.4,240,21,240,2010-05-19 16:30:00,26,,,4010051926,24.0,,,
2010,5,19,1630.0,SW MARGAREE,4,26,LOWER,PM,100.0,45.4,245,25,245,2010-05-19 16:30:00,26,,,4010051926,24.5,,,
2010,5,19,1630.0,SW MARGAREE,4,26,LOWER,PM,100.0,45.4,250,40,250,2010-05-19 16:30:00,26,,,4010051926,25.0,,,
2010,5,19,1630.0,SW MARGAREE,4,26,LOWER,PM,100.0,45.4,255,31,255,2010-05-19 16:30:00,26,,,4010051926,25.5,,,
2010,5,19,1630.0,SW MARGAREE,4,26,LOWER,PM,100.0,45.4,260,30,260,2010-05-19 16:30:00,26,,,4010051926,26.0,,,
2010,5,19,1630.0,SW MARGAREE,4,26,LOWER,PM,100.0,45.4,265,15,265,2010-05-19 16:30:00,26,,,4010051926,26.5,,,
2010,5,19,1630.0,SW MARGAREE,4,26,LOWER,PM,100.0,45.4,270,10,270,2010-05-19 16:30:00,26,,,4010051926,27.0,,,
2010,5,19,1630.0,SW MARGAREE,4,26,LOWER,PM,100.0,45.4,275,6,275,2010-05-19 16:30:00,26,,,4010051926,27.5,,,
2010,5,19,1630.0,SW MARGAREE,4,26,LOWER,PM,100.0,45.4,280,2,280,2010-05-19 16:30:00,26,,,4010051926,28.0,,,
2010,5,20,1050.0,SW MARGAREE,4,25,LOWER,AM,134.0,60.8,225,1,225,2010-05-20 10:50:00,25,,,2010052025,22.5,,,
2010,5,20,1050.0,SW MARGAREE,4,25,LOWER,AM,134.0,60.8,230,6,230,2010-05-20 10:50:00,25,,,2010052025,23.0,,,
2010,5,20,1050.0,SW MARGAREE,4,25,LOWER,AM,134.0,60.8,235,10,235,2010-05-20 10:50:00,25,,,2010052025,23.5,,,
2010,5,20,1050.0,SW MARGAREE,4,25,LOWER,AM,134.0,60.8,240,24,240,2010-05-20 10:50:00,25,,,2010052025,24.0,,,
2010,5,20,1050.0,SW MARGAREE,4,25,LOWER,AM,134.0,60.8,245,44,245,2010-05-20 10:50:00,25,,,2010052025,24.5,,,
2010,5,20,1050.0,SW MARGAREE,4,25,LOWER,AM,134.0,60.8,250,36,250,2010-05-20 10:50:00,25,,,2010052025,25.0,,,
2010,5,20,1050.0,SW MARGAREE,4,25,LOWER,AM,134.0,60.8,255,40,255,2010-05-20 10:50:00,25,,,2010052025,25.5,,,
2010,5,20,1050.0,SW MARGAREE,4,25,LOWER,AM,134.0,60.8,260,46,260,2010-05-20 10:50:00,25,,,2010052025,26.0,,,
2010,5,20,1050.0,SW MARGAREE,4,25,LOWER,AM,134.0,60.8,265,28,265,2010-05-20 10:50:00,25,,,2010052025,26.5,,,
2010,5,20,1050.0,SW MARGAREE,4,25,LOWER,AM,134.0,60.8,270,24,270,2010-05-20 10:50:00,25,,,2010052025,27.0,,,
2010,5,20,1050.0,SW MARGAREE,4,25,LOWER,AM,134.0,60.8,275,9,275,2010-05-20 10:50:00,25,,,2010052025,27.5,,,
2010,5,20,1050.0,SW MARGAREE,4,25,LOWER,AM,134.0,60.8,285,1,285,2010-05-20 10:50:00,25,,,2010052025,28.5,,,
2010,5,20,1050.0,SW MARGAREE,4,25,LOWER,AM,134.0,60.8,290,1,290,2010-05-20 10:50:00,25,,,2010052025,29.0,,,
2010,5,20,1050.0,SW MARGAREE,4,25,LOWER,AM,134.0,60.8,295,1,295,2010-05-20 10:50:00,25,,,2010052025,29.5,,,
2010,5,21,850.0,SW MARGAREE,4,5,LOWER,AM,97.0,44.0,225,1,225,2010-05-21 08:50:00,5,,,2010052105,22.5,,,
2010,5,21,850.0,SW MARGAREE,4,5,LOWER,AM,97.0,44.0,230,3,230,2010-05-21 08:50:00,5,,,2010052105,23.0,,,
2010,5,21,850.0,SW MARGAREE,4,5,LOWER,AM,97.0,44.0,235,11,235,2010-05-21 08:50:00,5,,,2010052105,23.5,,,
2010,5,21,850.0,SW MARGAREE,4,5,LOWER,AM,97.0,44.0,240,21,240,2010-05-21 08:50:00,5,,,2010052105,24.0,,,
2010,5,21,850.0,SW MARGAREE,4,5,LOWER,AM,97.0,44.0,245,41,245,2010-05-21 08:50:00,5,,,2010052105,24.5,,,
2010,5,21,850.0,SW MARGAREE,4,5,LOWER,AM,97.0,44.0,250,51,250,2010-05-21 08:50:00,5,,,2010052105,25.0,,,
2010,5,21,850.0,SW MARGAREE,4,5,LOWER,AM,97.0,44.0,255,49,255,2010-05-21 08:50:00,5,,,2010052105,25.5,,,
2010,5,21,850.0,SW MARGAREE,4,5,LOWER,AM,97.0,44.0,260,43,260,2010-05-21 08:50:00,5,,,2010052105,26.0,,,
2010,5,21,850.0,SW MARGAREE,4,5,LOWER,AM,97.0,44.0,265,30,265,2010-05-21 08:50:00,5,,,2010052105,26.5,,,
2010,5,21,850.0,SW MARGAREE,4,5,LOWER,AM,97.0,44.0,270,7,270,2010-05-21 08:50:00,5,,,2010052105,27.0,,,
2010,5,21,850.0,SW MARGAREE,4,5,LOWER,AM,97.0,44.0,275,1,275,2010-05-21 08:50:00,5,,,2010052105,27.5,,,
2010,5,21,850.0,SW MARGAREE,4,5,LOWER,AM,97.0,44.0,280,2,280,2010-05-21 08:50:00,5,,,2010052105,28.0,,,
2010,5,21,850.0,SW MARGAREE,4,5,LOWER,AM,97.0,44.0,285,4,285,2010-05-21 08:50:00,5,,,2010052105,28.5,,,
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127.0,57.6,220,2,220,2010-05-21 00:00:00,41,,,2010052141,22.0,,,
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127.0,57.6,225,3,225,2010-05-21 00:00:00,41,,,2010052141,22.5,,,
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127.0,57.6,230,5,230,2010-05-21 00:00:00,41,,,2010052141,23.0,,,
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127.0,57.6,235,12,235,2010-05-21 00:00:00,41,,,2010052141,23.5,,,
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127.0,57.6,240,17,240,2010-05-21 00:00:00,41,,,2010052141,24.0,,,
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127.0,57.6,245,37,245,2010-05-21 00:00:00,41,,,2010052141,24.5,,,
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127.0,57.6,250,53,250,2010-05-21 00:00:00,41,,,2010052141,25.0,,,
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127.0,57.6,255,35,255,2010-05-21 00:00:00,41,,,2010052141,25.5,,,
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127.0,57.6,260,47,260,2010-05-21 00:00:00,41,,,2010052141,26.0,,,
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127.0,57.6,265,28,265,2010-05-21 00:00:00,41,,,2010052141,26.5,,,
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127.0,57.6,270,23,270,2010-05-21 00:00:00,41,,,2010052141,27.0,,,
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127.0,57.6,300,7,300,2010-05-21 00:00:00,41,,,2010052141,30.0,,,
2010,5,22,925.0,SW MARGAREE,4,35,UPPER,AM,125.0,56.7,225,2,225,2010-05-22 09:25:00,35,,,2010052235,22.5,,,
2010,5,22,925.0,SW MARGAREE,4,35,UPPER,AM,125.0,56.7,230,4,230,2010-05-22 09:25:00,35,,,2010052235,23.0,,,
2010,5,22,925.0,SW MARGAREE,4,35,UPPER,AM,125.0,56.7,235,26,235,2010-05-22 09:25:00,35,,,2010052235,23.5,,,
2010,5,22,925.0,SW MARGAREE,4,35,UPPER,AM,125.0,56.7,240,31,240,2010-05-22 09:25:00,35,,,2010052235,24.0,,,
2010,5,22,925.0,SW MARGAREE,4,35,UPPER,AM,125.0,56.7,245,46,245,2010-05-22 09:25:00,35,,,2010052235,24.5,,,
2010,5,22,925.0,SW MARGAREE,4,35,UPPER,AM,125.0,56.7,250,51,250,2010-05-22 09:25:00,35,,,2010052235,25.0,,,
2010,5,22,925.0,SW MARGAREE,4,35,UPPER,AM,125.0,56.7,255,42,255,2010-05-22 09:25:00,35,,,2010052235,25.5,,,
2010,5,22,925.0,SW MARGAREE,4,35,UPPER,AM,125.0,56.7,260,44,260,2010-05-22 09:25:00,35,,,2010052235,26.0,,,
2010,5,22,925.0,SW MARGAREE,4,35,UPPER,AM,125.0,56.7,265,23,265,2010-05-22 09:25:00,35,,,2010052235,26.5,,,
2010,5,22,925.0,SW MARGAREE,4,35,UPPER,AM,125.0,56.7,270,5,270,2010-05-22 09:25:00,35,,,2010052235,27.0,,,
2010,5,22,925.0,SW MARGAREE,4,35,UPPER,AM,125.0,56.7,275,3,275,2010-05-22 09:25:00,35,,,2010052235,27.5,,,
2010,5,22,925.0,SW MARGAREE,4,35,UPPER,AM,125.0,56.7,280,3,280,2010-05-22 09:25:00,35,,,2010052235,28.0,,,
2010,5,22,1445.0,SW MARGAREE,4,26,LOWER,PM,118.0,53.5,225,3,225,2010-05-22 14:45:00,26,,,2010052226,22.5,,,
2010,5,22,1445.0,SW MARGAREE,4,26,LOWER,PM,118.0,53.5,230,16,230,2010-05-22 14:45:00,26,,,2010052226,23.0,,,
2010,5,22,1445.0,SW MARGAREE,4,26,LOWER,PM,118.0,53.5,235,29,235,2010-05-22 14:45:00,26,,,2010052226,23.5,,,
2010,5,22,1445.0,SW MARGAREE,4,26,LOWER,PM,118.0,53.5,240,43,240,2010-05-22 14:45:00,26,,,2010052226,24.0,,,
2010,5,22,1445.0,SW MARGAREE,4,26,LOWER,PM,118.0,53.5,245,49,245,2010-05-22 14:45:00,26,,,2010052226,24.5,,,
2010,5,22,1445.0,SW MARGAREE,4,26,LOWER,PM,118.0,53.5,250,39,250,2010-05-22 14:45:00,26,,,2010052226,25.0,,,
2010,5,22,1445.0,SW MARGAREE,4,26,LOWER,PM,118.0,53.5,255,36,255,2010-05-22 14:45:00,26,,,2010052226,25.5,,,
2010,5,22,1445.0,SW MARGAREE,4,26,LOWER,PM,118.0,53.5,260,36,260,2010-05-22 14:45:00,26,,,2010052226,26.0,,,
2010,5,22,1445.0,SW MARGAREE,4,26,LOWER,PM,118.0,53.5,265,12,265,2010-05-22 14:45:00,26,,,2010052226,26.5,,,
2010,5,22,1445.0,SW MARGAREE,4,26,LOWER,PM,118.0,53.5,270,6,270,2010-05-22 14:45:00,26,,,2010052226,27.0,,,
2010,5,22,1445.0,SW MARGAREE,4,26,LOWER,PM,118.0,53.5,275,1,275,2010-05-22 14:45:00,26,,,2010052226,27.5,,,
2010,5,22,1445.0,SW MARGAREE,4,26,LOWER,PM,118.0,53.5,280,1,280,2010-05-22 14:45:00,26,,,2010052226,28.0,,,
2010,5,25,940.0,SW MARGAREE,5,25,LOWER,AM,145.0,65.8,230,8,230,2010-05-25 09:40:00,25,,,2010052525,23.0,,,
2010,5,25,940.0,SW MARGAREE,5,25,LOWER,AM,145.0,65.8,235,19,235,2010-05-25 09:40:00,25,,,2010052525,23.5,,,
2010,5,25,940.0,SW MARGAREE,5,25,LOWER,AM,145.0,65.8,240,58,240,2010-05-25 09:40:00,25,,,2010052525,24.0,,,
2010,5,25,940.0,SW MARGAREE,5,25,LOWER,AM,145.0,65.8,245,38,245,2010-05-25 09:40:00,25,,,2010052525,24.5,,,
2010,5,25,940.0,SW MARGAREE,5,25,LOWER,AM,145.0,65.8,250,61,250,2010-05-25 09:40:00,25,,,2010052525,25.0,,,
2010,5,25,940.0,SW MARGAREE,5,25,LOWER,AM,145.0,65.8,255,34,255,2010-05-25 09:40:00,25,,,2010052525,25.5,,,
2010,5,25,940.0,SW MARGAREE,5,25,LOWER,AM,145.0,65.8,260,36,260,2010-05-25 09:40:00,25,,,2010052525,26.0,,,
2010,5,25,940.0,SW MARGAREE,5,25,LOWER,AM,145.0,65.8,265,32,265,2010-05-25 09:40:00,25,,,2010052525,26.5,,,
2010,5,25,940.0,SW MARGAREE,5,25,LOWER,AM,145.0,65.8,270,13,270,2010-05-25 09:40:00,25,,,2010052525,27.0,,,
2010,5,25,940.0,SW MARGAREE,5,25,LOWER,AM,145.0,65.8,275,8,275,2010-05-25 09:40:00,25,,,2010052525,27.5,,,
2010,5,25,940.0,SW MARGAREE,5,25,LOWER,AM,145.0,65.8,280,3,280,2010-05-25 09:40:00,25,,,2010052525,28.0,,,
2010,5,25,940.0,SW MARGAREE,5,25,LOWER,AM,145.0,65.8,285,1,285,2010-05-25 09:40:00,25,,,2010052525,28.5,,,
2010,5,25,940.0,SW MARGAREE,5,25,LOWER,AM,145.0,65.8,295,1,295,2010-05-25 09:40:00,25,,,2010052525,29.5,,,
2010,5,25,1445.0,SW MARGAREE,5,26,LOWER,PM,151.0,68.5,220,1,220,2010-05-25 14:45:00,26,,,2010052526,22.0,,,
2010,5,25,1445.0,SW MARGAREE,5,26,LOWER,PM,151.0,68.5,225,3,225,2010-05-25 14:45:00,26,,,2010052526,22.5,,,
2010,5,25,1445.0,SW MARGAREE,5,26,LOWER,PM,151.0,68.5,230,14,230,2010-05-25 14:45:00,26,,,2010052526,23.0,,,
2010,5,25,1445.0,SW MARGAREE,5,26,LOWER,PM,151.0,68.5,235,32,235,2010-05-25 14:45:00,26,,,2010052526,23.5,,,
2010,5,25,1445.0,SW MARGAREE,5,26,LOWER,PM,151.0,68.5,240,43,240,2010-05-25 14:45:00,26,,,2010052526,24.0,,,
2010,5,25,1445.0,SW MARGAREE,5,26,LOWER,PM,151.0,68.5,245,46,245,2010-05-25 14:45:00,26,,,2010052526,24.5,,,
2010,5,25,1445.0,SW MARGAREE,5,26,LOWER,PM,151.0,68.5,250,57,250,2010-05-25 14:45:00,26,,,2010052526,25.0,,,
2010,5,25,1445.0,SW MARGAREE,5,26,LOWER,PM,151.0,68.5,255,50,255,2010-05-25 14:45:00,26,,,2010052526,25.5,,,
2010,5,25,1445.0,SW MARGAREE,5,26,LOWER,PM,151.0,68.5,260,45,260,2010-05-25 14:45:00,26,,,2010052526,26.0,,,
2010,5,25,1445.0,SW MARGAREE,5,26,LOWER,PM,151.0,68.5,265,24,265,2010-05-25 14:45:00,26,,,2010052526,26.5,,,
2010,5,25,1445.0,SW MARGAREE,5,26,LOWER,PM,151.0,68.5,270,9,270,2010-05-25 14:45:00,26,,,2010052526,27.0,,,
2010,5,25,1445.0,SW MARGAREE,5,26,LOWER,PM,151.0,68.5,275,4,275,2010-05-25 14:45:00,26,,,2010052526,27.5,,,
2010,5,25,1445.0,SW MARGAREE,5,26,LOWER,PM,151.0,68.5,280,4,280,2010-05-25 14:45:00,26,,,2010052526,28.0,,,
2010,5,26,900.0,SW MARGAREE,5,25,LOWER,AM,114.0,51.7,230,12,230,2010-05-26 09:00:00,25,,,2010052625,23.0,,,
2010,5,26,900.0,SW MARGAREE,5,25,LOWER,AM,114.0,51.7,235,36,235,2010-05-26 09:00:00,25,,,2010052625,23.5,,,
2010,5,26,900.0,SW MARGAREE,5,25,LOWER,AM,114.0,51.7,240,47,240,2010-05-26 09:00:00,25,,,2010052625,24.0,,,
2010,5,26,900.0,SW MARGAREE,5,25,LOWER,AM,114.0,51.7,245,45,245,2010-05-26 09:00:00,25,,,2010052625,24.5,,,
2010,5,26,900.0,SW MARGAREE,5,25,LOWER,AM,114.0,51.7,250,40,250,2010-05-26 09:00:00,25,,,2010052625,25.0,,,
2010,5,26,900.0,SW MARGAREE,5,25,LOWER,AM,114.0,51.7,255,29,255,2010-05-26 09:00:00,25,,,2010052625,25.5,,,
2010,5,26,900.0,SW MARGAREE,5,25,LOWER,AM,114.0,51.7,260,21,260,2010-05-26 09:00:00,25,,,2010052625,26.0,,,
2010,5,26,900.0,SW MARGAREE,5,25,LOWER,AM,114.0,51.7,265,15,265,2010-05-26 09:00:00,25,,,2010052625,26.5,,,
2010,5,26,900.0,SW MARGAREE,5,25,LOWER,AM,114.0,51.7,270,10,270,2010-05-26 09:00:00,25,,,2010052625,27.0,,,
2010,5,26,900.0,SW MARGAREE,5,25,LOWER,AM,114.0,51.7,275,2,275,2010-05-26 09:00:00,25,,,2010052625,27.5,,,
2010,5,26,900.0,SW MARGAREE,5,25,LOWER,AM,114.0,51.7,280,1,280,2010-05-26 09:00:00,25,,,2010052625,28.0,,,
2010,5,26,900.0,SW MARGAREE,5,25,LOWER,AM,114.0,51.7,285,1,285,2010-05-26 09:00:00,25,,,2010052625,28.5,,,
2010,5,27,840.0,SW MARGAREE,5,26,LOWER,AM,117.0,53.1,225,1,225,2010-05-27 08:40:00,26,,,3010052726,22.5,,,
2010,5,27,840.0,SW MARGAREE,5,26,LOWER,AM,117.0,53.1,230,16,230,2010-05-27 08:40:00,26,,,3010052726,23.0,,,
2010,5,27,840.0,SW MARGAREE,5,26,LOWER,AM,117.0,53.1,235,32,235,2010-05-27 08:40:00,26,,,3010052726,23.5,,,
2010,5,27,840.0,SW MARGAREE,5,26,LOWER,AM,117.0,53.1,240,50,240,2010-05-27 08:40:00,26,,,3010052726,24.0,,,
2010,5,27,840.0,SW MARGAREE,5,26,LOWER,AM,117.0,53.1,245,37,245,2010-05-27 08:40:00,26,,,3010052726,24.5,,,
2010,5,27,840.0,SW MARGAREE,5,26,LOWER,AM,117.0,53.1,250,49,250,2010-05-27 08:40:00,26,,,3010052726,25.0,,,
2010,5,27,840.0,SW MARGAREE,5,26,LOWER,AM,117.0,53.1,255,32,255,2010-05-27 08:40:00,26,,,3010052726,25.5,,,
2010,5,27,840.0,SW MARGAREE,5,26,LOWER,AM,117.0,53.1,260,24,260,2010-05-27 08:40:00,26,,,3010052726,26.0,,,
2010,5,27,840.0,SW MARGAREE,5,26,LOWER,AM,117.0,53.1,265,15,265,2010-05-27 08:40:00,26,,,3010052726,26.5,,,
2010,5,27,840.0,SW MARGAREE,5,26,LOWER,AM,117.0,53.1,270,7,270,2010-05-27 08:40:00,26,,,3010052726,27.0,,,
2010,5,27,840.0,SW MARGAREE,5,26,LOWER,AM,117.0,53.1,275,1,275,2010-05-27 08:40:00,26,,,3010052726,27.5,,,
2010,5,27,1500.0,SW MARGAREE,5,26,LOWER,PM,121.0,54.9,230,19,230,2010-05-27 15:00:00,26,,,4010052726,23.0,,,
2010,5,27,1500.0,SW MARGAREE,5,26,LOWER,PM,121.0,54.9,235,40,235,2010-05-27 15:00:00,26,,,4010052726,23.5,,,
2010,5,27,1500.0,SW MARGAREE,5,26,LOWER,PM,121.0,54.9,240,62,240,2010-05-27 15:00:00,26,,,4010052726,24.0,,,
2010,5,27,1500.0,SW MARGAREE,5,26,LOWER,PM,121.0,54.9,245,50,245,2010-05-27 15:00:00,26,,,4010052726,24.5,,,
2010,5,27,1500.0,SW MARGAREE,5,26,LOWER,PM,121.0,54.9,250,44,250,2010-05-27 15:00:00,26,,,4010052726,25.0,,,
2010,5,27,1500.0,SW MARGAREE,5,26,LOWER,PM,121.0,54.9,255,24,255,2010-05-27 15:00:00,26,,,4010052726,25.5,,,
2010,5,27,1500.0,SW MARGAREE,5,26,LOWER,PM,121.0,54.9,260,18,260,2010-05-27 15:00:00,26,,,4010052726,26.0,,,
2010,5,27,1500.0,SW MARGAREE,5,26,LOWER,PM,121.0,54.9,265,10,265,2010-05-27 15:00:00,26,,,4010052726,26.5,,,
2010,5,27,1500.0,SW MARGAREE,5,26,LOWER,PM,121.0,54.9,270,10,270,2010-05-27 15:00:00,26,,,4010052726,27.0,,,
2010,5,27,1500.0,SW MARGAREE,5,26,LOWER,PM,121.0,54.9,275,1,275,2010-05-27 15:00:00,26,,,4010052726,27.5,,,
2010,5,27,1500.0,SW MARGAREE,5,26,LOWER,PM,121.0,54.9,280,1,280,2010-05-27 15:00:00,26,,,4010052726,28.0,,,
2010,5,28,905.0,SW MARGAREE,5,41,UPPER,AM,126.0,57.2,220,1,220,2010-05-28 09:05:00,41,,,2010052841,22.0,,,
2010,5,28,905.0,SW MARGAREE,5,41,UPPER,AM,126.0,57.2,225,8,225,2010-05-28 09:05:00,41,,,2010052841,22.5,,,
2010,5,28,905.0,SW MARGAREE,5,41,UPPER,AM,126.0,57.2,230,24,230,2010-05-28 09:05:00,41,,,2010052841,23.0,,,
2010,5,28,905.0,SW MARGAREE,5,41,UPPER,AM,126.0,57.2,235,41,235,2010-05-28 09:05:00,41,,,2010052841,23.5,,,
2010,5,28,905.0,SW MARGAREE,5,41,UPPER,AM,126.0,57.2,240,60,240,2010-05-28 09:05:00,41,,,2010052841,24.0,,,
2010,5,28,905.0,SW MARGAREE,5,41,UPPER,AM,126.0,57.2,245,46,245,2010-05-28 09:05:00,41,,,2010052841,24.5,,,
2010,5,28,905.0,SW MARGAREE,5,41,UPPER,AM,126.0,57.2,250,52,250,2010-05-28 09:05:00,41,,,2010052841,25.0,,,
2010,5,28,905.0,SW MARGAREE,5,41,UPPER,AM,126.0,57.2,255,35,255,2010-05-28 09:05:00,41,,,2010052841,25.5,,,
2010,5,28,905.0,SW MARGAREE,5,41,UPPER,AM,126.0,57.2,260,11,260,2010-05-28 09:05:00,41,,,2010052841,26.0,,,
2010,5,28,905.0,SW MARGAREE,5,41,UPPER,AM,126.0,57.2,265,7,265,2010-05-28 09:05:00,41,,,2010052841,26.5,,,
2010,5,28,905.0,SW MARGAREE,5,41,UPPER,AM,126.0,57.2,270,4,270,2010-05-28 09:05:00,41,,,2010052841,27.0,,,
2010,5,28,905.0,SW MARGAREE,5,41,UPPER,AM,126.0,57.2,280,1,280,2010-05-28 09:05:00,41,,,2010052841,28.0,,,
2010,5,28,1500.0,SW MARGAREE,5,26,LOWER,PM,101.0,45.8,225,6,225,2010-05-28 15:00:00,26,,,2010052826,22.5,,,
2010,5,28,1500.0,SW MARGAREE,5,26,LOWER,PM,101.0,45.8,230,32,230,2010-05-28 15:00:00,26,,,2010052826,23.0,,,
2010,5,28,1500.0,SW MARGAREE,5,26,LOWER,PM,101.0,45.8,235,48,235,2010-05-28 15:00:00,26,,,2010052826,23.5,,,
2010,5,28,1500.0,SW MARGAREE,5,26,LOWER,PM,101.0,45.8,240,53,240,2010-05-28 15:00:00,26,,,2010052826,24.0,,,
2010,5,28,1500.0,SW MARGAREE,5,26,LOWER,PM,101.0,45.8,245,41,245,2010-05-28 15:00:00,26,,,2010052826,24.5,,,
2010,5,28,1500.0,SW MARGAREE,5,26,LOWER,PM,101.0,45.8,250,26,250,2010-05-28 15:00:00,26,,,2010052826,25.0,,,
2010,5,28,1500.0,SW MARGAREE,5,26,LOWER,PM,101.0,45.8,255,17,255,2010-05-28 15:00:00,26,,,2010052826,25.5,,,
2010,5,28,1500.0,SW MARGAREE,5,26,LOWER,PM,101.0,45.8,260,10,260,2010-05-28 15:00:00,26,,,2010052826,26.0,,,
2010,5,28,1500.0,SW MARGAREE,5,26,LOWER,PM,101.0,45.8,265,2,265,2010-05-28 15:00:00,26,,,2010052826,26.5,,,
2010,5,28,1500.0,SW MARGAREE,5,26,LOWER,PM,101.0,45.8,270,5,270,2010-05-28 15:00:00,26,,,2010052826,27.0,,,
2010,5,28,1500.0,SW MARGAREE,5,26,LOWER,PM,101.0,45.8,280,1,280,2010-05-28 15:00:00,26,,,2010052826,28.0,,,
2010,5,29,1010.0,SW MARGAREE,5,41,UPPER,AM,116.0,52.6,225,8,225,2010-05-29 10:10:00,41,,,2010052941,22.5,,,
2010,5,29,1010.0,SW MARGAREE,5,41,UPPER,AM,116.0,52.6,230,38,230,2010-05-29 10:10:00,41,,,2010052941,23.0,,,
2010,5,29,1010.0,SW MARGAREE,5,41,UPPER,AM,116.0,52.6,235,42,235,2010-05-29 10:10:00,41,,,2010052941,23.5,,,
2010,5,29,1010.0,SW MARGAREE,5,41,UPPER,AM,116.0,52.6,240,58,240,2010-05-29 10:10:00,41,,,2010052941,24.0,,,
2010,5,29,1010.0,SW MARGAREE,5,41,UPPER,AM,116.0,52.6,245,43,245,2010-05-29 10:10:00,41,,,2010052941,24.5,,,
2010,5,29,1010.0,SW MARGAREE,5,41,UPPER,AM,116.0,52.6,250,37,250,2010-05-29 10:10:00,41,,,2010052941,25.0,,,
2010,5,29,1010.0,SW MARGAREE,5,41,UPPER,AM,116.0,52.6,255,21,255,2010-05-29 10:10:00,41,,,2010052941,25.5,,,
2010,5,29,1010.0,SW MARGAREE,5,41,UPPER,AM,116.0,52.6,260,17,260,2010-05-29 10:10:00,41,,,2010052941,26.0,,,
2010,5,29,1010.0,SW MARGAREE,5,41,UPPER,AM,116.0,52.6,265,4,265,2010-05-29 10:10:00,41,,,2010052941,26.5,,,
2010,5,29,1010.0,SW MARGAREE,5,41,UPPER,AM,116.0,52.6,270,4,270,2010-05-29 10:10:00,41,,,2010052941,27.0,,,
2010,5,29,1010.0,SW MARGAREE,5,41,UPPER,AM,116.0,52.6,275,2,275,2010-05-29 10:10:00,41,,,2010052941,27.5,,,
2010,5,29,1445.0,SW MARGAREE,5,25,LOWER,PM,115.0,52.2,225,8,225,2010-05-29 14:45:00,25,,,2010052925,22.5,,,
2010,5,29,1445.0,SW MARGAREE,5,25,LOWER,PM,115.0,52.2,230,30,230,2010-05-29 14:45:00,25,,,2010052925,23.0,,,
2010,5,29,1445.0,SW MARGAREE,5,25,LOWER,PM,115.0,52.2,235,54,235,2010-05-29 14:45:00,25,,,2010052925,23.5,,,
2010,5,29,1445.0,SW MARGAREE,5,25,LOWER,PM,115.0,52.2,240,68,240,2010-05-29 14:45:00,25,,,2010052925,24.0,,,
2010,5,29,1445.0,SW MARGAREE,5,25,LOWER,PM,115.0,52.2,245,52,245,2010-05-29 14:45:00,25,,,2010052925,24.5,,,
2010,5,29,1445.0,SW MARGAREE,5,25,LOWER,PM,115.0,52.2,250,31,250,2010-05-29 14:45:00,25,,,2010052925,25.0,,,
2010,5,29,1445.0,SW MARGAREE,5,25,LOWER,PM,115.0,52.2,255,20,255,2010-05-29 14:45:00,25,,,2010052925,25.5,,,
2010,5,29,1445.0,SW MARGAREE,5,25,LOWER,PM,115.0,52.2,260,10,260,2010-05-29 14:45:00,25,,,2010052925,26.0,,,
