,sample_id,length_bin_id,count
2084,1994052012,28.5,2
2085,1994052060,24.0,4
2086,1994052060,24.5,18
2087,1994052060,25.0,45
2088,1994052060,25.5,59
2089,1994052060,26.0,52
2090,1994052060,26.5,35
2091,1994052060,27.0,16
2092,1994052060,27.5,7
2093,1994052060,28.0,2
2094,1994052117,23.5,1
2095,1994052117,24.0,7
2096,1994052117,24.5,13
2097,1994052117,25.0,36
2098,1994052117,25.5,48
2099,1994052117,26.0,62
2100,1994052117,26.5,49
2101,1994052117,27.0,21
2102,1994052117,27.5,8
2103,1994052138,23.5,1
2104,1994052138,24.0,4
2105,1994052138,24.5,11
2106,1994052138,25.0,45
2107,1994052138,25.5,40
2108,1994052138,26.0,55
2109,1994052138,26.5,35
2110,1994052138,27.0,26
2111,1994052138,27.5,10
2112,1994052138,28.0,1
2113,1994052205,23.5,4
2114,1994052205,24.0,2
2115,1994052205,24.5,9
2116,1994052205,25.0,36
2117,1994052205,25.5,50
2118,1994052205,26.0,56
2119,1994052205,26.5,41
2120,1994052205,27.0,25
2121,1994052205,27.5,6
2122,1994052205,28.0,4
2123,1994052205,28.5,1
2124,1994052235,23.5,2
2125,1994052235,24.0,9
2126,1994052235,24.5,13
2127,1994052235,25.0,28
2128,1994052235,25.5,48
2129,1994052235,26.0,56
2130,1994052235,26.5,40
2131,1994052235,27.0,25
2132,1994052235,27.5,13
2133,1994052235,28.0,2
2134,1994052235,29.5,1
2135,1994052360,23.5,1
2136,1994052360,24.0,4
2137,1994052360,24.5,20
2138,1994052360,25.0,29
2139,1994052360,25.5,42
2140,1994052360,26.0,61
2141,1994052360,26.5,44
2142,1994052360,27.0,19
2143,1994052360,27.5,2
2144,1994052360,28.0,1
2145,1994052405,23.5,2
2146,1994052405,24.0,2
2147,1994052405,24.5,9
2148,1994052405,25.0,23
2149,1994052405,25.5,45
2150,1994052405,26.0,50
2151,1994052405,26.5,36
2152,1994052405,27.0,29
2153,1994052405,27.5,6
2154,1994052517,23.5,1
2155,1994052517,24.0,1
2156,1994052517,24.5,7
2157,1994052517,25.0,9
2158,1994052517,25.5,11
2159,1994052517,26.0,11
2160,1994052517,26.5,5
2161,1994052517,27.0,2
2162,1994052538,23.0,1
2163,1994052538,23.5,1
2164,1994052538,24.0,9
2165,1994052538,24.5,22
2166,1994052538,25.0,36
2167,1994052538,25.5,49
2168,1994052538,26.0,53
2169,1994052538,26.5,32
2170,1994052538,27.0,12
2171,1994052538,27.5,3
2172,1994052538,28.0,1
2173,1994052617,23.5,1
2174,1994052617,24.0,7
2175,1994052617,24.5,14
2176,1994052617,25.0,30
2177,1994052617,25.5,46
2178,1994052617,26.0,45
2179,1994052617,26.5,46
2180,1994052617,27.0,16
2181,1994052617,27.5,4
2182,1994052617,28.0,1
2183,1994052652,23.0,1
2184,1994052652,23.5,3
2185,1994052652,24.0,4
2186,1994052652,24.5,20
2187,1994052652,25.0,39
2188,1994052652,25.5,51
2189,1994052652,26.0,54
2190,1994052652,26.5,36
2191,1994052652,27.0,16
2192,1994052652,27.5,7
2193,1994052726,23.5,1
2194,1994052726,24.0,5
2195,1994052726,24.5,10
2196,1994052726,25.0,33
2197,1994052726,25.5,38
2198,1994052726,26.0,51
2199,1994052726,26.5,34
2200,1994052726,27.0,23
2201,1994052726,27.5,3
2202,1994052726,28.5,1
2203,1994052741,23.0,1
2204,1994052741,23.5,2
2205,1994052741,24.0,7
2206,1994052741,24.5,22
2207,1994052741,25.0,39
2208,1994052741,25.5,51
2209,1994052741,26.0,51
2210,1994052741,26.5,59
2211,1994052741,27.0,25
2212,1994052741,27.5,10
2213,1994052741,28.0,2
2214,1994052801,21.5,1
2215,1994052801,23.0,1
2216,1994052801,23.5,1
2217,1994052801,24.0,5
2218,1994052801,24.5,24
2219,1994052801,25.0,33
2220,1994052801,25.5,48
2221,1994052801,26.0,54
2222,1994052801,26.5,31
2223,1994052801,27.0,36
2224,1994052801,27.5,9
2225,1994052801,28.0,5
2226,1994052801,28.5,1
2227,1994052905,24.0,5
2228,1994052905,24.5,10
2229,1994052905,25.0,35
2230,1994052905,25.5,40
2231,1994052905,26.0,44
2232,1994052905,26.5,42
2233,1994052905,27.0,24
2234,1994052905,27.5,6
2235,1994052905,28.0,1
2236,1994052905,29.0,1
2237,1994052905,29.5,1
2238,1994052941,23.5,2
2239,1994052941,24.0,3
2240,1994052941,24.5,12
2241,1994052941,25.0,26
2242,1994052941,25.5,34
2243,1994052941,26.0,50
2244,1994052941,26.5,47
2245,1994052941,27.0,25
2246,1994052941,27.5,9
2247,1994052941,28.0,6
2248,1994053001,22.0,1
2249,1994053001,23.5,2
2250,1994053001,24.0,4
2251,1994053001,24.5,14
2252,1994053001,25.0,34
2253,1994053001,25.5,58
2254,1994053001,26.0,51
2255,1994053001,26.5,60
2256,1994053001,27.0,35
2257,1994053001,27.5,6
2258,1994053001,28.0,1
2259,1994053033,23.5,2
2260,1994053033,24.0,7
2261,1994053033,24.5,18
2262,1994053033,25.0,33
2263,1994053033,25.5,54
2264,1994053033,26.0,62
2265,1994053033,26.5,35
2266,1994053033,27.0,18
2267,1994053033,27.5,3
2268,1994053101,24.0,5
2269,1994053101,24.5,10
2270,1994053101,25.0,28
2271,1994053101,25.5,51
2272,1994053101,26.0,56
2273,1994053101,26.5,41
2274,1994053101,27.0,23
2275,1994053101,27.5,10
2276,1994053101,28.0,2
2277,1994053160,22.5,2
2278,1994053160,24.0,5
2279,1994053160,24.5,18
2280,1994053160,25.0,43
2281,1994053160,25.5,48
2282,1994053160,26.0,54
2283,1994053160,26.5,43
2284,1994053160,27.0,23
2285,1994053160,27.5,3
2286,1994060126,23.0,1
2287,1994060126,23.5,3
2288,1994060126,24.0,6
2289,1994060126,24.5,16
2290,1994060126,25.0,36
2291,1994060126,25.5,42
2292,1994060126,26.0,58
2293,1994060126,26.5,37
2294,1994060126,27.0,27
2295,1994060126,27.5,5
2296,1994060126,28.0,1
2297,1994060141,24.0,6
2298,1994060141,24.5,21
2299,1994060141,25.0,34
2300,1994060141,25.5,45
2301,1994060141,26.0,55
2302,1994060141,26.5,41
2303,1994060141,27.0,28
2304,1994060141,27.5,10
2305,1994060141,28.0,1
2306,1994060141,30.0,1
2307,1994060227,23.5,1
2308,1994060227,24.0,2
2309,1994060227,24.5,9
2310,1994060227,25.0,11
2311,1994060227,25.5,28
2312,1994060227,26.0,33
2313,1994060227,26.5,23
2314,1994060227,27.0,9
2315,1994060227,27.5,2
2316,1994060249,23.5,4
2317,1994060249,24.0,7
2318,1994060249,24.5,8
2319,1994060249,25.0,39
2320,1994060249,25.5,49
2321,1994060249,26.0,54
2322,1994060249,26.5,35
2323,1994060249,27.0,22
2324,1994060249,27.5,6
2325,1994060417,23.0,1
2326,1994060417,23.5,2
2327,1994060417,24.0,11
2328,1994060417,24.5,31
2329,1994060417,25.0,43
2330,1994060417,25.5,59
2331,1994060417,26.0,55
2332,1994060417,26.5,40
2333,1994060417,27.0,12
2334,1994060417,27.5,7
2335,1994060435,23.5,1
2336,1994060435,24.0,4
2337,1994060435,24.5,9
2338,1994060435,25.0,36
2339,1994060435,25.5,46
2340,1994060435,26.0,64
2341,1994060435,26.5,41
2342,1994060435,27.0,20
2343,1994060435,27.5,6
2344,1994060435,28.0,1
2345,1994060605,22.5,1
2346,1994060605,23.0,5
2347,1994060605,23.5,4
2348,1994060605,24.0,8
2349,1994060605,24.5,10
2350,1994060605,25.0,45
2351,1994060605,25.5,62
2352,1994060605,26.0,40
2353,1994060605,26.5,40
2354,1994060605,27.0,8
2355,1994060605,27.5,3
2356,1994060637,23.5,2
2357,1994060637,24.0,7
2358,1994060637,24.5,18
2359,1994060637,25.0,32
2360,1994060637,25.5,43
2361,1994060637,26.0,59
2362,1994060637,26.5,32
2363,1994060637,27.0,24
2364,1994060637,28.0,1
2365,1994060717,22.0,1
2366,1994060717,22.5,1
2367,1994060717,23.0,5
2368,1994060717,23.5,6
2369,1994060717,24.0,12
2370,1994060717,24.5,18
2371,1994060717,25.0,31
2372,1994060717,25.5,58
2373,1994060717,26.0,46
2374,1994060717,26.5,32
2375,1994060717,27.0,10
2376,1994060717,27.5,6
2377,1994060717,28.0,1
2378,1994060735,23.0,2
2379,1994060735,23.5,10
2380,1994060735,24.0,9
2381,1994060735,24.5,23
2382,1994060735,25.0,42
2383,1994060735,25.5,42
2384,1994060735,26.0,54
2385,1994060735,26.5,30
2386,1994060735,27.0,14
2387,1994061333,21.0,1
2388,1994061333,21.5,4
2389,1994061333,22.0,3
2390,1994061333,22.5,11
2391,1994061333,23.0,12
2392,1994061333,23.5,21
2393,1994061333,24.0,39
2394,1994061333,24.5,33
2395,1994061333,25.0,45
2396,1994061333,25.5,23
2397,1994061333,26.0,25
2398,1994061333,26.5,3
2399,1994061333,27.0,2
2400,1994061333,27.5,1
2401,1995052205,23.5,1
2402,1995052205,24.0,3
2403,1995052205,24.5,6
2404,1995052205,25.0,16
2405,1995052205,25.5,21
2406,1995052205,26.0,28
2407,1995052205,26.5,38
2408,1995052205,27.0,37
2409,1995052205,27.5,27
2410,1995052205,28.0,13
2411,1995052205,28.5,9
2412,1995052205,29.0,1
2413,1995052241,24.0,1
2414,1995052241,24.5,2
2415,1995052241,25.0,5
2416,1995052241,25.5,5
2417,1995052241,26.0,10
2418,1995052241,26.5,7
2419,1995052241,27.0,16
2420,1995052241,27.5,11
2421,1995052241,28.0,9
2422,1995052241,28.5,3
2423,1995052302,23.5,1
2424,1995052302,24.0,6
2425,1995052302,24.5,7
2426,1995052302,25.0,18
2427,1995052302,25.5,32
2428,1995052302,26.0,43
2429,1995052302,26.5,30
2430,1995052302,27.0,43
2431,1995052302,27.5,31
2432,1995052302,28.0,17
2433,1995052302,28.5,8
2434,1995052302,29.0,2
2435,1995052302,29.5,1
2436,1995052338,24.0,1
2437,1995052338,24.5,2
2438,1995052338,25.0,3
2439,1995052338,25.5,1
2440,1995052338,26.0,2
2441,1995052338,26.5,3
2442,1995052338,27.0,2
2443,1995052338,27.5,1
2444,1995052338,28.0,4
2445,1995052338,28.5,1
2446,1995052417,23.5,1
2447,1995052417,24.0,7
2448,1995052417,24.5,12
2449,1995052417,25.0,22
2450,1995052417,25.5,31
2451,1995052417,26.0,38
2452,1995052417,26.5,41
2453,1995052417,27.0,42
2454,1995052417,27.5,24
2455,1995052417,28.0,15
2456,1995052417,28.5,5
2457,1995052417,29.0,1
2458,1995052441,23.5,2
2459,1995052441,24.0,3
2460,1995052441,24.5,10
2461,1995052441,25.0,19
2462,1995052441,25.5,25
2463,1995052441,26.0,46
2464,1995052441,26.5,40
2465,1995052441,27.0,33
2466,1995052441,27.5,31
2467,1995052441,28.0,27
2468,1995052441,28.5,4
2469,1995052441,29.0,5
2470,1995052441,29.5,2
2471,1995052526,23.5,1
2472,1995052526,24.0,8
2473,1995052526,24.5,10
2474,1995052526,25.0,14
2475,1995052526,25.5,30
2476,1995052526,26.0,37
2477,1995052526,26.5,46
2478,1995052526,27.0,45
2479,1995052526,27.5,35
2480,1995052526,28.0,22
2481,1995052526,28.5,9
2482,1995052526,29.0,2
2483,1995052538,23.0,2
2484,1995052538,23.5,1
2485,1995052538,24.0,3
2486,1995052538,24.5,11
2487,1995052538,25.0,16
2488,1995052538,25.5,29
2489,1995052538,26.0,47
2490,1995052538,26.5,38
2491,1995052538,27.0,42
2492,1995052538,27.5,21
2493,1995052538,28.0,18
2494,1995052538,28.5,8
2495,1995052538,29.0,1
2496,1995052538,29.5,1
2497,1995052638,23.5,1
2498,1995052638,24.0,6
2499,1995052638,24.5,8
2500,1995052638,25.0,4
2501,1995052638,25.5,11
2502,1995052638,26.0,17
2503,1995052638,26.5,13
2504,1995052638,27.0,10
2505,1995052638,27.5,18
2506,1995052638,28.0,2
2507,1995052638,28.5,3
2508,1995052705,23.5,2
2509,1995052705,24.0,3
2510,1995052705,24.5,5
2511,1995052705,25.0,3
2512,1995052705,25.5,9
2513,1995052705,26.0,12
2514,1995052705,26.5,5
2515,1995052705,27.0,10
2516,1995052705,27.5,9
2517,1995052705,28.0,4
2518,1995052705,28.5,2
2519,1995052705,29.0,1
2520,1995052733,23.0,2
2521,1995052733,23.5,3
2522,1995052733,24.0,12
2523,1995052733,24.5,31
2524,1995052733,25.0,27
2525,1995052733,25.5,25
2526,1995052733,26.0,15
2527,1995052733,26.5,26
2528,1995052733,27.0,27
2529,1995052733,27.5,11
2530,1995052733,28.0,8
2531,1995052733,28.5,1
2532,1995052733,29.0,1
2533,1995052815,23.0,3
2534,1995052815,23.5,13
2535,1995052815,24.0,18
2536,1995052815,24.5,21
2537,1995052815,25.0,38
2538,1995052815,25.5,45
2539,1995052815,26.0,43
2540,1995052815,26.5,25
2541,1995052815,27.0,19
2542,1995052815,27.5,11
2543,1995052815,28.0,7
2544,1995052815,28.5,7
2545,1995052902,23.5,6
2546,1995052902,24.0,9
2547,1995052902,24.5,30
2548,1995052902,25.0,27
2549,1995052902,25.5,35
2550,1995052902,26.0,39
2551,1995052902,26.5,27
2552,1995052902,27.0,26
2553,1995052902,27.5,12
2554,1995052902,28.0,13
2555,1995052902,28.5,5
2556,1995052902,29.5,1
2557,1995052949,23.5,3
2558,1995052949,24.0,9
2559,1995052949,24.5,15
2560,1995052949,25.0,13
2561,1995052949,25.5,12
2562,1995052949,26.0,19
2563,1995052949,26.5,12
2564,1995052949,27.0,12
2565,1995052949,27.5,11
2566,1995052949,28.0,5
2567,1995052949,28.5,2
2568,1995052949,29.0,1
2569,1995053017,23.0,2
2570,1995053017,23.5,9
2571,1995053017,24.0,9
2572,1995053017,24.5,16
2573,1995053017,25.0,23
2574,1995053017,25.5,27
2575,1995053017,26.0,38
2576,1995053017,26.5,27
2577,1995053017,27.0,21
2578,1995053017,27.5,22
2579,1995053017,28.0,13
2580,1995053017,28.5,7
2581,1995053017,29.0,2
2582,1995053033,23.0,1
2583,1995053033,24.0,3
2584,1995053033,24.5,5
2585,1995053033,25.0,11
2586,1995053033,25.5,9
2587,1995053033,26.0,16
2588,1995053033,26.5,20
2589,1995053033,27.0,13
2590,1995053033,27.5,12
2591,1995053033,28.0,4
2592,1995053033,28.5,2
2593,1995053033,29.0,1
2594,1995053033,29.5,1
2595,1995053101,23.5,2
2596,1995053101,24.0,14
2597,1995053101,24.5,17
2598,1995053101,25.0,28
2599,1995053101,25.5,45
2600,1995053101,26.0,39
2601,1995053101,26.5,35
2602,1995053101,27.0,29
2603,1995053101,27.5,18
2604,1995053101,28.0,9
2605,1995053101,28.5,5
2606,1995053101,29.0,1
2607,1995053138,22.5,1
2608,1995053138,23.5,6
2609,1995053138,24.0,17
2610,1995053138,24.5,17
2611,1995053138,25.0,17
2612,1995053138,25.5,27
2613,1995053138,26.0,36
2614,1995053138,26.5,21
2615,1995053138,27.0,33
2616,1995053138,27.5,20
2617,1995053138,28.0,6
2618,1995053138,28.5,4
2619,1995053138,29.0,3
2620,1995060101,23.0,1
2621,1995060101,23.5,12
2622,1995060101,24.0,24
2623,1995060101,24.5,39
2624,1995060101,25.0,28
2625,1995060101,25.5,24
2626,1995060101,26.0,34
2627,1995060101,26.5,27
2628,1995060101,27.0,18
2629,1995060101,27.5,19
2630,1995060101,28.0,4
2631,1995060101,28.5,8
2632,1995060137,23.0,1
2633,1995060137,23.5,9
2634,1995060137,24.0,17
2635,1995060137,24.5,27
2636,1995060137,25.0,28
2637,1995060137,25.5,25
2638,1995060137,26.0,34
2639,1995060137,26.5,35
2640,1995060137,27.0,20
2641,1995060137,27.5,18
2642,1995060137,28.0,10
2643,1995060137,28.5,4
2644,1995060137,29.0,1
2645,1995060217,23.0,9
2646,1995060217,23.5,7
2647,1995060217,24.0,19
2648,1995060217,24.5,34
2649,1995060217,25.0,41
2650,1995060217,25.5,31
2651,1995060217,26.0,23
2652,1995060217,26.5,19
2653,1995060217,27.0,26
2654,1995060217,27.5,13
2655,1995060217,28.0,8
2656,1995060217,28.5,1
2657,1995060235,22.5,1
2658,1995060235,23.0,2
2659,1995060235,23.5,9
2660,1995060235,24.0,22
2661,1995060235,24.5,37
2662,1995060235,25.0,35
2663,1995060235,25.5,33
2664,1995060235,26.0,37
2665,1995060235,26.5,22
2666,1995060235,27.0,17
2667,1995060235,27.5,12
2668,1995060235,28.0,6
2669,1995060235,28.5,1
2670,1995060301,23.0,1
2671,1995060301,23.5,4
2672,1995060301,24.0,18
2673,1995060301,24.5,31
2674,1995060301,25.0,38
2675,1995060301,25.5,27
2676,1995060301,26.0,44
2677,1995060301,26.5,18
2678,1995060301,27.0,23
2679,1995060301,27.5,12
2680,1995060301,28.0,11
2681,1995060301,28.5,2
2682,1995060301,29.0,1
2683,1995060408,23.5,4
2684,1995060408,24.0,7
2685,1995060408,24.5,17
2686,1995060408,25.0,27
2687,1995060408,25.5,12
2688,1995060408,26.0,18
2689,1995060408,26.5,13
2690,1995060408,27.0,12
2691,1995060408,27.5,12
2692,1995060408,28.0,6
2693,1995060408,28.5,1
2694,1995060408,29.5,1
2695,1995060460,22.0,1
2696,1995060460,23.5,2
2697,1995060460,24.0,3
2698,1995060460,24.5,8
2699,1995060460,25.0,7
2700,1995060460,25.5,2
2701,1995060460,26.0,3
2702,1995060460,26.5,4
2703,1995060460,27.0,1
2704,1995060501,23.5,6
2705,1995060501,24.0,12
2706,1995060501,24.5,25
2707,1995060501,25.0,19
2708,1995060501,25.5,35
2709,1995060501,26.0,42
2710,1995060501,26.5,28
2711,1995060501,27.0,23
2712,1995060501,27.5,17
2713,1995060501,28.0,9
2714,1995060501,28.5,4
2715,1995060501,29.0,2
2716,1995060541,23.0,1
2717,1995060541,23.5,3
2718,1995060541,24.0,10
2719,1995060541,24.5,7
2720,1995060541,25.0,11
2721,1995060541,25.5,7
2722,1995060541,26.0,10
2723,1995060541,26.5,12
2724,1995060541,27.0,9
2725,1995060541,27.5,2
2726,1995060541,28.0,2
2727,1995060626,23.0,5
2728,1995060626,23.5,14
2729,1995060626,24.0,38
2730,1995060626,24.5,41
2731,1995060626,25.0,36
2732,1995060626,25.5,36
2733,1995060626,26.0,29
2734,1995060626,26.5,29
2735,1995060626,27.0,16
2736,1995060626,27.5,13
2737,1995060626,28.0,7
2738,1995060626,28.5,4
2739,1995060635,23.0,2
2740,1995060635,23.5,2
2741,1995060635,24.0,11
2742,1995060635,24.5,14
2743,1995060635,25.0,30
2744,1995060635,25.5,18
2745,1995060635,26.0,20
2746,1995060635,26.5,15
2747,1995060635,27.0,14
2748,1995060635,27.5,12
2749,1995060635,28.0,6
2750,1995060635,28.5,2
2751,1995060705,23.0,5
2752,1995060705,23.5,12
2753,1995060705,24.0,29
2754,1995060705,24.5,38
2755,1995060705,25.0,48
2756,1995060705,25.5,44
2757,1995060705,26.0,27
2758,1995060705,26.5,20
2759,1995060705,27.0,17
2760,1995060705,27.5,7
2761,1995060705,28.0,8
2762,1995060705,28.5,3
2763,1995060737,23.5,1
2764,1995060737,24.0,5
2765,1995060737,24.5,10
2766,1995060737,25.0,4
2767,1995060737,25.5,10
2768,1995060737,26.0,8
2769,1995060737,26.5,8
2770,1995060737,27.0,2
2771,1995060737,27.5,2
2772,1995060737,28.0,2
2773,1995060826,22.5,2
2774,1995060826,23.0,5
2775,1995060826,23.5,11
2776,1995060826,24.0,51
2777,1995060826,24.5,46
2778,1995060826,25.0,50
2779,1995060826,25.5,47
2780,1995060826,26.0,24
2781,1995060826,26.5,25
2782,1995060826,27.0,13
2783,1995060826,27.5,9
2784,1995060826,28.0,4
2785,1995060852,23.0,4
2786,1995060852,23.5,8
2787,1995060852,24.0,26
2788,1995060852,24.5,47
2789,1995060852,25.0,46
2790,1995060852,25.5,37
2791,1995060852,26.0,30
2792,1995060852,26.5,28
2793,1995060852,27.0,17
2794,1995060852,27.5,9
2795,1995060852,28.0,8
2796,1995060852,29.0,1
2797,1995060852,29.5,1
2798,1995060912,23.0,6
2799,1995060912,23.5,17
2800,1995060912,24.0,26
2801,1995060912,24.5,45
2802,1995060912,25.0,49
2803,1995060912,25.5,35
2804,1995060912,26.0,27
2805,1995060912,26.5,20
2806,1995060912,27.0,6
2807,1995060912,27.5,9
2808,1995060938,21.5,1
2809,1995060938,23.0,3
2810,1995060938,23.5,8
2811,1995060938,24.0,19
2812,1995060938,24.5,24
2813,1995060938,25.0,15
2814,1995060938,25.5,20
2815,1995060938,26.0,22
2816,1995060938,26.5,6
2817,1995060938,27.0,9
2818,1995060938,27.5,5
2819,1995060938,28.0,1
2820,1995061026,22.5,1
2821,1995061026,23.0,3
2822,1995061026,23.5,28
2823,1995061026,24.0,30
2824,1995061026,24.5,52
2825,1995061026,25.0,39
2826,1995061026,25.5,28
2827,1995061026,26.0,9
2828,1995061026,26.5,4
2829,1995061026,27.0,8
2830,1995061026,27.5,6
2831,1995061026,28.0,1
2832,1995061026,28.5,1
2833,1995061041,23.0,6
2834,1995061041,23.5,20
2835,1995061041,24.0,39
2836,1995061041,24.5,46
2837,1995061041,25.0,44
2838,1995061041,25.5,44
2839,1995061041,26.0,21
2840,1995061041,26.5,11
2841,1995061041,27.0,13
2842,1995061041,27.5,4
2843,1995061041,28.0,8
2844,1995061041,29.0,1
2845,1995061101,22.0,1
2846,1995061101,22.5,3
2847,1995061101,23.0,5
2848,1995061101,23.5,21
2849,1995061101,24.0,42
2850,1995061101,24.5,62
2851,1995061101,25.0,52
2852,1995061101,25.5,24
2853,1995061101,26.0,20
2854,1995061101,26.5,17
2855,1995061101,27.0,5
2856,1995061101,27.5,1
2857,1995061101,29.0,1
2858,1995061141,22.5,2
2859,1995061141,23.0,5
2860,1995061141,23.5,7
2861,1995061141,24.0,21
2862,1995061141,24.5,28
2863,1995061141,25.0,30
2864,1995061141,25.5,17
2865,1995061141,26.0,21
2866,1995061141,26.5,12
2867,1995061141,27.0,5
2868,1995061141,28.0,1
2869,1995061201,22.5,3
2870,1995061201,23.0,4
2871,1995061201,23.5,21
2872,1995061201,24.0,31
2873,1995061201,24.5,35
2874,1995061201,25.0,40
2875,1995061201,25.5,33
2876,1995061201,26.0,18
2877,1995061201,26.5,12
2878,1995061201,27.5,2
2879,1995061235,22.5,1
2880,1995061235,23.0,17
2881,1995061235,23.5,33
2882,1995061235,24.0,40
2883,1995061235,24.5,47
2884,1995061235,25.0,42
2885,1995061235,25.5,22
2886,1995061235,26.0,11
2887,1995061235,26.5,8
2888,1995061235,27.0,5
2889,1995061235,27.5,1
2890,1995061312,23.5,1
2891,1995061312,24.0,7
2892,1995061312,24.5,6
2893,1995061312,25.0,4
2894,1995061312,25.5,9
2895,1995061312,26.0,2
2896,1995061312,26.5,3
2897,1995061312,27.0,1
2898,1995061341,23.0,1
2899,1995061341,23.5,12
2900,1995061341,24.0,19
2901,1995061341,24.5,24
2902,1995061341,25.0,19
2903,1995061341,25.5,8
2904,1995061341,26.0,13
2905,1995061341,26.5,2
2906,1995061341,27.0,1
2907,1995061417,23.0,1
2908,1995061417,23.5,1
2909,1995061417,24.0,3
2910,1995061417,24.5,1
2911,1995061417,25.0,6
2912,1995061417,25.5,2
2913,1995061417,26.0,1
2914,1995061417,26.5,1
2915,1995061417,27.5,1
2916,1995061417,28.0,1
2917,1995061602,22.0,1
2918,1995061602,22.5,5
2919,1995061602,23.0,9
2920,1995061602,23.5,19
2921,1995061602,24.0,35
2922,1995061602,24.5,38
2923,1995061602,25.0,44
2924,1995061602,25.5,36
2925,1995061602,26.0,18
2926,1995061602,26.5,18
2927,1995061602,27.0,6
2928,1995061602,27.5,1
2929,1995061602,28.0,2
2930,1995061602,28.5,1
2931,1995061602,29.0,1
2932,1995061712,22.5,1
2933,1995061712,23.0,5
2934,1995061712,23.5,4
2935,1995061712,24.0,21
2936,1995061712,24.5,13
2937,1995061712,25.0,15
2938,1995061712,25.5,7
2939,1995061712,26.0,9
2940,1995061712,26.5,3
2941,1995061712,27.0,3
2942,1995061712,27.5,1
2943,1995061712,28.0,2
2944,1995061712,29.0,1
2945,1995061817,22.0,1
2946,1995061817,22.5,4
2947,1995061817,23.0,5
2948,1995061817,23.5,15
2949,1995061817,24.0,35
2950,1995061817,24.5,45
2951,1995061817,25.0,33
2952,1995061817,25.5,26
2953,1995061817,26.0,19
2954,1995061817,26.5,8
2955,1995061817,27.0,2
2956,1995061817,28.0,1
2957,1995061817,29.5,1
2958,1995061941,21.5,1
2959,1995061941,22.5,2
2960,1995061941,23.0,6
2961,1995061941,23.5,20
2962,1995061941,24.0,25
2963,1995061941,24.5,23
2964,1995061941,25.0,23
2965,1995061941,25.5,19
2966,1995061941,26.0,6
2967,1995061941,26.5,4
2968,1995061941,27.0,2
2969,1996051105,23.5,2
2970,1996051105,24.0,3
2971,1996051105,24.5,12
2972,1996051105,25.0,16
2973,1996051105,25.5,16
2974,1996051105,26.0,26
2975,1996051105,26.5,22
2976,1996051105,27.0,17
2977,1996051105,27.5,7
2978,1996051105,28.0,2
2979,1996051105,28.5,3
2980,1996051712,24.0,2
2981,1996051712,24.5,2
2982,1996051712,25.0,6
2983,1996051712,25.5,6
2984,1996051712,26.0,6
2985,1996051712,26.5,8
2986,1996051712,27.0,9
2987,1996051712,27.5,2
2988,1996051712,28.0,4
2989,1996052212,23.5,1
2990,1996052212,24.0,0
2991,1996052212,24.5,4
2992,1996052212,25.0,16
2993,1996052212,25.5,28
2994,1996052212,26.0,40
2995,1996052212,26.5,40
2996,1996052212,27.0,55
2997,1996052212,27.5,22
2998,1996052212,28.0,16
2999,1996052212,28.5,4
3000,1996052212,29.0,2
3001,1996052212,29.5,0
3002,1996052212,30.0,1
3003,1996052326,22.0,1
3004,1996052326,22.5,0
3005,1996052326,23.0,2
3006,1996052326,23.5,4
3007,1996052326,24.0,14
3008,1996052326,24.5,14
3009,1996052326,25.0,28
3010,1996052326,25.5,47
3011,1996052326,26.0,41
3012,1996052326,26.5,56
3013,1996052326,27.0,33
3014,1996052326,27.5,14
3015,1996052326,28.0,5
3016,1996052326,28.5,1
3017,1996052326,29.0,1
3018,1996052337,22.5,1
3019,1996052337,23.0,2
3020,1996052337,23.5,5
3021,1996052337,24.0,9
3022,1996052337,24.5,17
3023,1996052337,25.0,35
3024,1996052337,25.5,36
3025,1996052337,26.0,48
3026,1996052337,26.5,48
3027,1996052337,27.0,43
3028,1996052337,27.5,20
3029,1996052337,28.0,9
3030,1996052337,28.5,4
3031,1996052337,29.0,2
3032,1996052412,22.0,1
3033,1996052412,22.5,2
3034,1996052412,23.0,2
3035,1996052412,23.5,2
3036,1996052412,24.0,12
3037,1996052412,24.5,17
3038,1996052412,25.0,36
3039,1996052412,25.5,48
3040,1996052412,26.0,48
3041,1996052412,26.5,42
3042,1996052412,27.0,28
3043,1996052412,27.5,21
3044,1996052412,28.0,11
3045,1996052412,28.5,2
3046,1996052905,21.5,1
3047,1996052905,22.0,1
3048,1996052905,22.5,0
3049,1996052905,23.0,0
3050,1996052905,23.5,2
3051,1996052905,24.0,1
3052,1996052905,24.5,6
3053,1996052905,25.0,6
3054,1996052905,25.5,11
3055,1996052905,26.0,13
3056,1996052905,26.5,9
3057,1996052905,27.0,7
3058,1996052905,27.5,6
3059,1996052905,28.0,4
3060,1996060126,21.0,1
3061,1996060126,21.5,0
3062,1996060126,22.0,0
3063,1996060126,22.5,3
3064,1996060126,23.0,4
3065,1996060126,23.5,12
3066,1996060126,24.0,17
3067,1996060126,24.5,33
3068,1996060126,25.0,48
3069,1996060126,25.5,55
3070,1996060126,26.0,54
3071,1996060126,26.5,48
3072,1996060126,27.0,23
3073,1996060126,27.5,9
3074,1996060126,28.0,2
3075,1996060126,28.5,1
3076,1996060126,29.0,0
3077,1996060126,29.5,1
3078,1996060502,21.0,1
3079,1996060502,21.5,6
3080,1996060502,22.0,8
3081,1996060502,22.5,4
