sample_id,length_bin_id,count
1990050712,25.0,2
1990050712,25.5,4
1990050712,26.0,10
1990050712,26.5,17
1990050712,27.0,11
1990050712,27.5,22
1990050712,28.0,14
1990050712,28.5,25
1990050712,29.0,21
1990050712,29.5,12
1990050712,30.0,7
1990050712,30.5,3
1990050712,31.0,8
1990050712,31.5,1
1990050805,24.5,5
1990050805,25.0,5
1990050805,25.5,9
1990050805,26.0,22
1990050805,26.5,15
1990050805,27.0,19
1990050805,27.5,16
1990050805,28.0,9
1990050805,28.5,20
1990050805,29.0,10
1990050805,29.5,10
1990050805,30.0,8
1990050805,30.5,2
1990050805,31.0,2
1990050908,24.0,2
1990050908,24.5,1
1990050908,25.0,17
1990050908,25.5,17
1990050908,26.0,26
1990050908,26.5,31
1990050908,27.0,15
1990050908,27.5,31
1990050908,28.0,20
1990050908,28.5,20
1990050908,29.0,21
1990050908,29.5,13
1990050908,30.0,11
1990050908,30.5,1
1990050908,31.0,1
1990051008,24.5,1
1990051008,25.0,1
1990051008,25.5,4
1990051008,26.0,11
1990051008,26.5,7
1990051008,27.0,11
1990051008,27.5,30
1990051008,28.0,29
1990051008,28.5,36
1990051008,29.0,32
1990051008,29.5,33
1990051008,30.0,20
1990051008,30.5,7
1990051008,31.0,4
1990051048,24.5,5
1990051048,25.0,2
1990051048,25.5,9
1990051048,26.0,12
1990051048,26.5,16
1990051048,27.0,9
1990051048,27.5,25
1990051048,28.0,14
1990051048,28.5,15
1990051048,29.0,18
1990051048,29.5,12
1990051048,30.0,8
1990051048,30.5,2
1990051048,31.0,3
1990051104,24.5,2
1990051104,25.0,3
1990051104,25.5,10
1990051104,26.0,14
1990051104,26.5,12
1990051104,27.0,17
1990051104,27.5,22
1990051104,28.0,17
1990051104,28.5,25
1990051104,29.0,22
1990051104,29.5,13
1990051104,30.0,10
1990051104,31.0,2
1990051134,25.0,1
1990051134,25.5,1
1990051134,26.0,11
1990051134,26.5,12
1990051134,27.0,16
1990051134,27.5,37
1990051134,28.0,30
1990051134,28.5,38
1990051134,29.0,36
1990051134,29.5,17
1990051134,30.0,9
1990051134,30.5,5
1990051134,31.0,3
1990051134,31.5,1
1990051134,32.0,1
1990051256,24.5,1
1990051256,25.0,7
1990051256,25.5,6
1990051256,26.0,8
1990051256,26.5,15
1990051256,27.0,16
1990051256,27.5,42
1990051256,28.0,27
1990051256,28.5,35
1990051256,29.0,27
1990051256,29.5,14
1990051256,30.0,10
1990051256,30.5,4
1990051256,31.0,2
1990051423,23.0,1
1990051423,23.5,1
1990051423,24.0,6
1990051423,24.5,20
1990051423,25.0,21
1990051423,25.5,30
1990051423,26.0,17
1990051423,26.5,19
1990051423,27.0,18
1990051423,27.5,9
1990051423,28.0,17
1990051423,28.5,9
1990051423,29.0,5
1990051423,29.5,3
1990051423,30.0,1
1990051467,24.0,4
1990051467,24.5,17
1990051467,25.0,34
1990051467,25.5,29
1990051467,26.0,18
1990051467,26.5,30
1990051467,27.0,19
1990051467,27.5,19
1990051467,28.0,18
1990051467,28.5,14
1990051467,29.0,7
1990051467,29.5,3
1990051467,30.0,3
1990051467,30.5,1
1990051467,31.0,1
1990051512,23.5,7
1990051512,24.0,8
1990051512,24.5,14
1990051512,25.0,18
1990051512,25.5,20
1990051512,26.0,33
1990051512,26.5,27
1990051512,27.0,28
1990051512,27.5,24
1990051512,28.0,20
1990051512,28.5,18
1990051512,29.0,6
1990051512,29.5,1
1990051533,23.5,1
1990051533,24.0,6
1990051533,24.5,15
1990051533,25.0,31
1990051533,25.5,22
1990051533,26.0,21
1990051533,26.5,25
1990051533,27.0,20
1990051533,27.5,13
1990051533,28.0,12
1990051533,28.5,8
1990051533,29.0,4
1990051533,29.5,4
1990051533,30.0,1
1990051601,23.5,3
1990051601,24.0,12
1990051601,24.5,23
1990051601,25.0,20
1990051601,25.5,10
1990051601,26.0,19
1990051601,26.5,25
1990051601,27.0,14
1990051601,27.5,12
1990051601,28.0,11
1990051601,28.5,8
1990051601,29.0,5
1990051601,29.5,3
1990051601,30.0,1
1990051635,23.0,1
1990051635,23.5,3
1990051635,24.0,12
1990051635,24.5,22
1990051635,25.0,24
1990051635,25.5,25
1990051635,26.0,24
1990051635,26.5,21
1990051635,27.0,18
1990051635,27.5,18
1990051635,28.0,19
1990051635,28.5,5
1990051635,29.0,5
1990051635,29.5,2
1990051635,30.0,2
1990051726,23.5,2
1990051726,24.0,14
1990051726,24.5,16
1990051726,25.0,30
1990051726,25.5,26
1990051726,26.0,19
1990051726,26.5,30
1990051726,27.0,24
1990051726,27.5,15
1990051726,28.0,15
1990051726,28.5,15
1990051726,29.0,1
1990051726,29.5,1
1990051726,30.0,1
1990051748,23.5,3
1990051748,24.0,7
1990051748,24.5,18
1990051748,25.0,24
1990051748,25.5,31
1990051748,26.0,28
1990051748,26.5,15
1990051748,27.0,18
1990051748,27.5,15
1990051748,28.0,14
1990051748,28.5,7
1990051748,29.0,6
1990051748,29.5,1
1990051748,30.0,1
1990051826,23.5,2
1990051826,24.0,7
1990051826,24.5,15
1990051826,25.0,21
1990051826,25.5,22
1990051826,26.0,19
1990051826,26.5,29
1990051826,27.0,32
1990051826,27.5,28
1990051826,28.0,23
1990051826,28.5,14
1990051826,29.0,9
1990051826,29.5,3
1990051826,30.5,1
1990051833,23.0,1
1990051833,23.5,1
1990051833,24.0,5
1990051833,24.5,8
1990051833,25.0,19
1990051833,25.5,9
1990051833,26.0,15
1990051833,26.5,13
1990051833,27.0,23
1990051833,27.5,10
1990051833,28.0,9
1990051833,28.5,7
1990051833,29.0,8
1990051833,29.5,1
1990051928,24.0,4
1990051928,24.5,5
1990051928,25.0,18
1990051928,25.5,11
1990051928,26.0,9
1990051928,26.5,28
1990051928,27.0,37
1990051928,27.5,24
1990051928,28.0,20
1990051928,28.5,11
1990051928,29.0,9
1990051928,29.5,3
1990052012,23.5,3
1990052012,24.0,3
1990052012,24.5,9
1990052012,25.0,19
1990052012,25.5,20
1990052012,26.0,15
1990052012,26.5,16
1990052012,27.0,19
1990052012,27.5,15
1990052012,28.0,14
1990052012,28.5,10
1990052012,29.0,7
1990052012,29.5,1
1990052109,24.0,1
1990052109,24.5,5
1990052109,25.0,8
1990052109,25.5,24
1990052109,26.0,26
1990052109,26.5,22
1990052109,27.0,27
1990052109,27.5,22
1990052109,28.0,13
1990052109,28.5,15
1990052109,29.0,19
1990052109,29.5,10
1990052109,30.0,8
1990052109,30.5,1
1990052109,31.0,1
1990052164,24.0,12
1990052164,24.5,15
1990052164,25.0,25
1990052164,25.5,32
1990052164,26.0,27
1990052164,26.5,16
1990052164,27.0,16
1990052164,27.5,19
1990052164,28.0,13
1990052164,28.5,13
1990052164,29.0,11
1990052164,29.5,3
1990052164,30.0,3
1990052164,30.5,1
1990052164,31.0,1
1990052305,24.0,1
1990052305,24.5,5
1990052305,25.0,23
1990052305,25.5,9
1990052305,26.0,28
1990052305,26.5,14
1990052305,27.0,29
1990052305,27.5,20
1990052305,28.0,26
1990052305,28.5,39
1990052305,29.0,29
1990052305,29.5,7
1990052305,30.0,3
1990052305,30.5,3
1990052401,24.0,3
1990052401,24.5,8
1990052401,25.0,12
1990052401,25.5,9
1990052401,26.0,18
1990052401,26.5,17
1990052401,27.0,23
1990052401,27.5,17
1990052401,28.0,21
1990052401,28.5,34
1990052401,29.0,22
1990052401,29.5,3
1990052401,30.5,1
1990052502,24.5,3
1990052502,25.0,14
1990052502,25.5,16
1990052502,26.0,23
1990052502,26.5,21
1990052502,27.0,43
1990052502,27.5,17
1990052502,28.0,21
1990052502,28.5,29
1990052502,29.0,20
1990052502,29.5,5
1990052502,30.0,3
1990052528,24.0,3
1990052528,24.5,5
1990052528,25.0,17
1990052528,25.5,8
1990052528,26.0,14
1990052528,26.5,13
1990052528,27.0,30
1990052528,27.5,24
1990052528,28.0,26
1990052528,28.5,24
1990052528,29.0,12
1990052528,29.5,3
1990052528,30.0,2
1990052528,30.5,2
1990052528,31.0,1
1990052649,24.0,3
1990052649,24.5,2
1990052649,25.0,8
1990052649,25.5,14
1990052649,26.0,19
1990052649,26.5,27
1990052649,27.0,30
1990052649,27.5,18
1990052649,28.0,22
1990052649,28.5,28
1990052649,29.0,12
1990052649,29.5,1
1990052649,30.0,2
1990052649,30.5,2
1990052709,24.0,17
1990052709,24.5,2
1990052709,25.0,45
1990052709,25.5,50
1990052709,26.0,40
1990052709,26.5,28
1990052709,27.0,38
1990052709,27.5,5
1990052709,28.0,12
1990052709,28.5,16
1990052709,29.0,2
1990052709,29.5,1
1990052806,23.5,1
1990052806,24.0,14
1990052806,24.5,2
1990052806,25.0,42
1990052806,25.5,39
1990052806,26.0,40
1990052806,26.5,33
1990052806,27.0,20
1990052806,28.0,13
1990052806,28.5,5
1990052806,29.0,5
1990052806,30.0,1
1990052833,24.0,34
1990052833,24.5,3
1990052833,25.0,39
1990052833,25.5,52
1990052833,26.0,32
1990052833,26.5,28
1990052833,27.0,21
1990052833,27.5,3
1990052833,28.0,7
1990052833,28.5,8
1990052833,29.0,3
1990052833,29.5,1
1990052833,30.5,2
1990052902,24.0,22
1990052902,24.5,2
1990052902,25.0,26
1990052902,25.5,46
1990052902,26.0,51
1990052902,26.5,36
1990052902,27.0,17
1990052902,27.5,6
1990052902,28.0,6
1990052902,28.5,10
1990052902,29.0,2
1990052938,24.0,19
1990052938,24.5,4
1990052938,25.0,35
1990052938,25.5,44
1990052938,26.0,46
1990052938,26.5,27
1990052938,27.0,20
1990052938,27.5,2
1990052938,28.0,5
1990052938,28.5,10
1990052938,29.0,3
1990052938,30.5,1
1990053004,23.0,1
1990053004,24.0,14
1990053004,24.5,11
1990053004,25.0,54
1990053004,25.5,42
1990053004,26.0,45
1990053004,26.5,29
1990053004,27.0,14
1990053004,27.5,10
1990053004,28.0,6
1990053004,28.5,3
1990053004,29.0,6
1990053004,29.5,1
1990053035,24.0,9
1990053035,24.5,15
1990053035,25.0,52
1990053035,25.5,33
1990053035,26.0,45
1990053035,26.5,20
1990053035,27.0,22
1990053035,27.5,5
1990053035,28.0,7
1990053035,28.5,12
1990053035,29.0,5
1990053035,29.5,2
1990053035,31.0,1
1990053108,23.5,2
1990053108,24.0,48
1990053108,24.5,8
1990053108,25.0,110
1990053108,25.5,110
1990053108,26.0,100
1990053108,26.5,66
1990053108,27.0,34
1990053108,27.5,12
1990053108,28.0,20
1990053108,28.5,12
1990053108,29.0,14
1990053108,29.5,2
1990053108,30.0,4
1990053152,24.0,28
1990053152,24.5,22
1990053152,25.0,110
1990053152,25.5,72
1990053152,26.0,84
1990053152,26.5,36
1990053152,27.0,24
1990053152,27.5,6
1990053152,28.0,16
1990053152,28.5,8
1990053152,29.0,4
1990053152,30.0,2
1990060107,24.0,29
1990060107,24.5,2
1990060107,25.0,49
1990060107,25.5,45
1990060107,26.0,45
1990060107,26.5,30
1990060107,27.0,12
1990060107,27.5,4
1990060107,28.0,6
1990060107,28.5,2
1990060107,29.0,3
1990060129,23.5,1
1990060129,24.0,16
1990060129,24.5,8
1990060129,25.0,52
1990060129,25.5,41
1990060129,26.0,46
1990060129,26.5,31
1990060129,27.0,10
1990060129,27.5,6
1990060129,28.0,9
1990060129,28.5,8
1990060129,29.0,3
1990060129,29.5,1
1990060248,23.5,2
1990060248,24.0,35
1990060248,24.5,3
1990060248,25.0,46
1990060248,25.5,71
1990060248,26.0,29
1990060248,26.5,31
1990060248,27.0,9
1990060248,27.5,1
1990060248,28.0,3
1990060248,28.5,4
1990060248,29.5,1
1990060248,30.0,1
1990060326,24.0,6
1990060326,24.5,4
1990060326,25.0,36
1990060326,25.5,42
1990060326,26.0,37
1990060326,26.5,38
1990060326,27.0,27
1990060326,27.5,9
1990060326,28.0,10
1990060326,28.5,6
1990060326,29.0,5
1990060326,29.5,2
1990060326,30.5,1
1990060408,24.0,31
1990060408,24.5,22
1990060408,25.0,70
1990060408,25.5,41
1990060408,26.0,59
1990060408,26.5,14
1990060408,27.0,3
1990060408,28.0,3
1990060408,28.5,1
1990060408,29.0,1
1990060437,23.5,1
1990060437,24.0,9
1990060437,24.5,25
1990060437,25.0,64
1990060437,25.5,31
1990060437,26.0,49
1990060437,26.5,16
1990060437,27.0,12
1990060437,27.5,4
1990060437,28.0,4
1990060437,28.5,4
1990060437,30.0,2
1990060515,23.0,1
1990060515,23.5,1
1990060515,24.0,53
1990060515,24.5,10
1990060515,25.0,46
1990060515,25.5,64
1990060515,26.0,26
1990060515,26.5,19
1990060515,27.0,8
1990060515,27.5,2
1990060515,29.0,2
1990060515,29.5,1
1990060535,23.0,1
1990060535,23.5,1
1990060535,24.0,35
1990060535,24.5,19
1990060535,25.0,69
1990060535,25.5,48
1990060535,26.0,37
1990060535,26.5,14
1990060535,27.0,8
1990060535,27.5,4
1990060535,28.0,2
1990060535,28.5,1
1990060535,29.0,2
1990060625,23.0,1
1990060625,23.5,2
1990060625,24.0,53
1990060625,24.5,5
1990060625,25.0,65
1990060625,25.5,41
1990060625,26.0,24
1990060625,26.5,21
1990060625,27.0,10
1990060625,27.5,2
1990060625,28.0,3
1990060625,28.5,1
1990060625,29.5,1
1990060656,23.0,1
1990060656,23.5,3
1990060656,24.0,54
1990060656,24.5,4
1990060656,25.0,51
1990060656,25.5,41
1990060656,26.0,13
1990060656,26.5,13
1990060656,27.0,5
1990060656,27.5,2
1990060656,28.0,2
1990060656,28.5,1
1990060656,29.0,3
1990060764,23.0,1
1990060764,23.5,7
1990060764,24.0,71
1990060764,24.5,6
1990060764,25.0,45
1990060764,25.5,26
1990060764,26.0,11
1990060764,26.5,3
1990060764,27.0,6
1990060764,27.5,2
1990060764,28.0,5
1990060764,29.5,1
1990060864,23.5,3
1990060864,24.0,38
1990060864,24.5,12
1990060864,25.0,60
1990060864,25.5,32
1990060864,26.0,18
1990060864,26.5,6
1990060864,27.0,1
1990060864,27.5,1
1990060864,28.0,1
1990060864,28.5,1
1990060864,29.0,1
1991051212,26.5,1
1991051212,27.0,0
1991051212,27.5,1
1991051312,26.5,2
1991051312,27.0,0
1991051312,27.5,3
1991051312,28.0,3
1991051312,28.5,5
1991051312,29.0,0
1991051612,25.5,2
1991051612,26.0,2
1991051612,26.5,2
1991051612,27.0,4
1991051612,27.5,3
1991051612,28.0,1
1991051612,28.5,1
1991051612,29.0,1
1991051707,24.0,1
1991051707,24.5,1
1991051707,25.0,4
1991051707,25.5,19
1991051707,26.0,21
1991051707,26.5,44
1991051707,27.0,43
1991051707,27.5,36
1991051707,28.0,34
1991051707,28.5,11
1991051707,29.0,7
1991051707,29.5,5
1991051707,30.0,1
1991051709,24.0,1
1991051709,24.5,0
1991051709,25.0,5
1991051709,25.5,11
1991051709,26.0,18
1991051709,26.5,29
1991051709,27.0,37
1991051709,27.5,37
1991051709,28.0,19
1991051709,28.5,18
1991051709,29.0,9
1991051709,29.5,4
1991051709,30.0,3
1991051709,30.5,2
1991051749,24.5,1
1991051749,25.0,5
1991051749,25.5,6
1991051749,26.0,17
1991051749,26.5,24
1991051749,27.0,26
1991051749,27.5,28
1991051749,28.0,27
1991051749,28.5,18
1991051749,29.0,12
1991051749,29.5,4
1991051749,30.0,5
1991051749,30.5,0
1991051749,31.0,1
1991051833,24.5,2
1991051833,25.0,4
1991051833,25.5,23
1991051833,26.0,38
1991051833,26.5,25
1991051833,27.0,26
1991051833,27.5,18
1991051833,28.0,19
1991051833,28.5,7
1991051833,29.0,14
1991051833,29.5,3
1991051833,30.0,8
1991051833,30.5,1
1991051912,24.0,1
1991051912,24.5,2
1991051912,25.0,2
1991051912,25.5,15
1991051912,26.0,32
1991051912,26.5,24
1991051912,27.0,33
1991051912,27.5,37
1991051912,28.0,21
1991051912,28.5,8
1991051912,29.0,5
1991051912,29.5,5
1991051912,30.0,3
1991051912,30.5,2
1991052049,23.5,1
1991052049,24.0,1
1991052049,24.5,0
1991052049,25.0,7
1991052049,25.5,13
1991052049,26.0,17
1991052049,26.5,30
1991052049,27.0,20
1991052049,27.5,16
1991052049,28.0,10
1991052049,28.5,9
1991052049,29.0,8
1991052049,29.5,4
1991052049,30.0,1
1991052049,30.5,0
1991052049,31.0,1
1991052112,23.5,2
1991052112,24.0,2
1991052112,24.5,6
1991052112,25.0,16
1991052112,25.5,28
1991052112,26.0,30
1991052112,26.5,43
1991052112,27.0,39
1991052112,27.5,38
1991052112,28.0,18
1991052112,28.5,8
1991052112,29.0,5
1991052112,29.5,0
1991052112,30.0,3
1991052112,30.5,1
1991052209,23.5,1
1991052209,24.0,2
1991052209,24.5,6
1991052209,25.0,10
1991052209,25.5,22
1991052209,26.0,39
1991052209,26.5,38
1991052209,27.0,44
1991052209,27.5,34
1991052209,28.0,28
1991052209,28.5,14
1991052209,29.0,6
1991052209,29.5,3
1991052209,30.0,0
1991052209,30.5,0
1991052209,31.0,1
1991052549,23.5,1
1991052549,24.0,0
1991052549,24.5,5
1991052549,25.0,6
1991052549,25.5,15
1991052549,26.0,29
1991052549,26.5,35
1991052549,27.0,35
1991052549,27.5,26
1991052549,28.0,13
1991052549,28.5,7
1991052549,29.0,10
1991052549,29.5,2
1991052549,30.0,2
1991052691,24.0,3
1991052691,24.5,3
1991052691,25.0,7
1991052691,25.5,15
1991052691,26.0,21
1991052691,26.5,29
1991052691,27.0,27
1991052691,27.5,29
1991052691,28.0,18
1991052691,28.5,7
1991052691,29.0,8
1991052691,29.5,4
1991052691,30.0,0
1991052691,30.5,1
1991052691,31.0,1
1991052807,23.5,1
1991052807,24.0,3
1991052807,24.5,7
1991052807,25.0,8
1991052807,25.5,23
1991052807,26.0,40
1991052807,26.5,28
1991052807,27.0,35
1991052807,27.5,44
1991052807,28.0,12
1991052807,28.5,5
1991052807,29.0,3
1991052807,29.5,3
1991052807,30.0,1
1991052807,30.5,1
1991052808,24.0,1
1991052808,24.5,3
1991052808,25.0,5
1991052808,25.5,11
1991052808,26.0,20
1991052808,26.5,21
1991052808,27.0,25
1991052808,27.5,18
1991052808,28.0,8
1991052808,28.5,2
1991052808,29.0,4
1991052808,29.5,3
1991052935,24.0,5
1991052935,24.5,5
1991052935,25.0,11
1991052935,25.5,18
1991052935,26.0,34
1991052935,26.5,29
1991052935,27.0,45
1991052935,27.5,29
1991052935,28.0,16
1991052935,28.5,8
1991052935,29.0,3
1991052935,29.5,1
1991052935,30.0,0
1991052935,30.5,1
1991053009,23.5,1
1991053009,24.0,3
1991053009,24.5,7
1991053009,25.0,7
1991053009,25.5,34
1991053009,26.0,27
1991053009,26.5,44
1991053009,27.0,38
1991053009,27.5,43
1991053009,28.0,17
1991053009,28.5,7
1991053009,29.0,2
1991053009,29.5,2
1991053009,30.0,5
1991053009,30.5,1
1991053035,23.5,1
1991053035,24.0,4
1991053035,24.5,5
1991053035,25.0,15
1991053035,25.5,32
1991053035,26.0,36
1991053035,26.5,48
1991053035,27.0,36
1991053035,27.5,35
1991053035,28.0,16
1991053035,28.5,6
1991053035,29.0,2
1991053035,29.5,3
1991053035,30.0,1
1991053105,23.5,2
1991053105,24.0,6
1991053105,24.5,7
1991053105,25.0,15
1991053105,25.5,22
1991053105,26.0,34
1991053105,26.5,33
1991053105,27.0,37
1991053105,27.5,25
1991053105,28.0,18
1991053105,28.5,4
1991053105,29.0,1
1991053105,29.5,2
1991053105,30.0,0
1991053105,30.5,1
1991053160,24.0,1
1991053160,24.5,6
1991053160,25.0,12
1991053160,25.5,33
1991053160,26.0,48
1991053160,26.5,50
1991053160,27.0,32
1991053160,27.5,17
1991053160,28.0,15
1991053160,28.5,4
1991053160,29.0,3
1991060129,24.0,7
1991060129,24.5,8
1991060129,25.0,22
1991060129,25.5,38
1991060129,26.0,33
1991060129,26.5,32
1991060129,27.0,46
1991060129,27.5,23
1991060129,28.0,7
1991060129,28.5,3
1991060129,29.0,4
1991060226,23.0,2
1991060226,23.5,9
1991060226,24.0,13
1991060226,24.5,28
1991060226,25.0,23
1991060226,25.5,9
1991060226,26.0,20
1991060226,26.5,14
1991060226,27.0,7
1991060226,27.5,5
1991060226,28.0,2
1991060226,28.5,2
1991060226,29.0,1
1991060926,22.5,3
1991060926,23.0,6
1991060926,23.5,13
1991060926,24.0,17
1991060926,24.5,28
1991060926,25.0,19
1991060926,25.5,17
1991060926,26.0,13
1991060926,26.5,11
1991060926,27.0,16
1991060926,27.5,5
1991060926,28.0,3
1991060926,28.5,4
1991060926,29.0,2
1991061001,22.0,1
1991061001,22.5,1
1991061001,23.0,1
1991061001,23.5,8
1991061001,24.0,18
1991061001,24.5,14
1991061001,25.0,20
1991061001,25.5,13
1991061001,26.0,5
1991061001,26.5,3
1991061001,27.0,1
1991061001,27.5,1
1991061001,28.0,2
1991061001,28.5,1
1991061026,21.5,1
1991061026,22.0,0
1991061026,22.5,1
1991061026,23.0,3
1991061026,23.5,20
1991061026,24.0,21
1991061026,24.5,40
1991061026,25.0,15
1991061026,25.5,18
1991061026,26.0,23
1991061026,26.5,17
1991061026,27.0,16
1991061026,27.5,14
1991061026,28.0,11
1991061026,28.5,5
1991061026,29.0,1
1991061026,29.5,0
1991061026,30.0,0
1991061026,30.5,0
1991061026,31.0,1
1992052026,24.0,1
1992052026,24.5,4
1992052026,25.0,13
1992052026,25.5,11
1992052026,26.0,20
1992052026,26.5,17
1992052026,27.0,19
1992052026,27.5,21
1992052026,28.0,17
1992052026,28.5,14
1992052026,29.0,6
1992052190,24.0,1
1992052190,24.5,2
1992052190,25.0,18
1992052190,25.5,25
1992052190,26.0,31
1992052190,26.5,14
1992052190,27.0,26
1992052190,27.5,2
1992052190,28.0,4
1992052190,28.5,1
1992052190,29.0,13
1992052190,29.5,1
1992052190,30.0,2
1992052190,30.5,2
1992052201,23.5,1
1992052201,24.0,1
1992052201,24.5,3
1992052201,25.0,21
1992052201,25.5,28
1992052201,26.0,18
1992052201,26.5,13
1992052201,27.0,11
1992052201,27.5,5
1992052201,28.0,9
1992052201,28.5,3
1992052201,29.0,3
1992052201,29.5,1
1992052201,30.0,1
1992052338,24.5,14
1992052338,25.0,2
1992052338,25.5,1
1992052338,26.0,2
1992052338,26.5,30
1992052338,27.0,20
1992052338,27.5,30
1992052338,28.0,14
1992052338,28.5,2
1992052338,29.0,3
1992052338,29.5,1
1992052338,30.0,13
1992052338,30.5,3
1992052412,24.5,1
1992052412,25.0,1
1992052412,25.5,19
1992052412,26.0,16
1992052412,26.5,21
1992052412,27.0,35
1992052412,27.5,22
1992052412,28.0,3
1992052412,28.5,18
1992052412,29.0,1
1992052412,29.5,8
1992052412,30.0,4
1992052412,30.5,0
1992052412,31.0,1
1992052412,31.5,0
1992052412,32.0,1
1992052505,24.0,2
1992052505,24.5,6
1992052505,25.0,20
1992052505,25.5,19
1992052505,26.0,43
1992052505,26.5,35
1992052505,27.0,24
1992052505,27.5,21
1992052505,28.0,28
1992052505,28.5,15
1992052505,29.0,8
1992052505,29.5,3
1992052505,30.0,2
1992052505,30.5,0
1992052505,31.0,2
1992052535,24.0,6
1992052535,24.5,6
1992052535,25.0,31
1992052535,25.5,38
1992052535,26.0,47
1992052535,26.5,30
1992052535,27.0,41
1992052535,27.5,16
1992052535,28.0,9
1992052535,28.5,5
1992052535,29.0,8
1992052535,29.5,9
1992052535,30.0,0
1992052535,30.5,1
1992052535,31.0,2
1992052612,23.5,1
1992052612,24.0,0
1992052612,24.5,11
1992052612,25.0,23
1992052612,25.5,44
1992052612,26.0,38
1992052612,26.5,35
1992052612,27.0,23
1992052612,27.5,6
1992052612,28.0,11
1992052612,28.5,4
1992052612,29.0,3
1992052649,24.5,6
1992052649,25.0,7
1992052649,25.5,21
1992052649,26.0,21
1992052649,26.5,17
1992052649,27.0,18
1992052649,27.5,14
1992052649,28.0,11
1992052649,28.5,6
1992052649,29.0,3
1992052649,29.5,0
1992052649,30.0,1
1992052701,23.0,1
1992052701,23.5,0
1992052701,24.0,3
1992052701,24.5,15
1992052701,25.0,16
1992052701,25.5,20
1992052701,26.0,21
1992052701,26.5,14
1992052701,27.0,3
1992052701,27.5,5
1992052701,28.0,7
1992052701,28.5,1
1992052701,29.0,3
1992052701,29.5,1
1992052735,24.0,6
1992052735,24.5,17
1992052735,25.0,38
1992052735,25.5,43
1992052735,26.0,42
1992052735,26.5,37
1992052735,27.0,26
1992052735,27.5,16
1992052735,28.0,23
1992052735,28.5,7
1992052735,29.0,3
1992052735,29.5,3
1992053104,23.0,1
1992053104,23.5,1
1992053104,24.0,4
1992053104,24.5,12
1992053104,25.0,27
1992053104,25.5,36
1992053104,26.0,34
1992053104,26.5,16
1992053104,27.0,19
1992053104,27.5,8
1992053104,28.0,9
1992053104,28.5,5
1992053104,29.0,1
1992053104,29.5,0
1992053104,30.0,0
1992053104,30.5,1
1992060107,23.5,3
1992060107,24.0,13
1992060107,24.5,28
1992060107,25.0,50
1992060107,25.5,36
1992060107,26.0,39
1992060107,26.5,28
1992060107,27.0,9
1992060107,27.5,8
1992060107,28.0,3
1992060107,28.5,1
1992060107,29.0,1
1992060149,23.5,1
1992060149,24.0,6
1992060149,24.5,16
1992060149,25.0,26
1992060149,25.5,26
1992060149,26.0,37
1992060149,26.5,13
1992060149,27.0,19
1992060149,27.5,9
1992060149,28.0,9
1992060149,28.5,5
1992060149,29.0,1
1992060149,29.5,0
1992060149,30.0,1
1992060217,23.0,2
1992060217,23.5,4
1992060217,24.0,17
1992060217,24.5,20
1992060217,25.0,42
1992060217,25.5,36
1992060217,26.0,35
1992060217,26.5,13
1992060217,27.0,12
1992060217,27.5,5
1992060217,28.0,4
1992060217,28.5,1
1992060217,29.0,1
1992060235,23.5,2
1992060235,24.0,15
1992060235,24.5,26
1992060235,25.0,32
1992060235,25.5,33
1992060235,26.0,37
1992060235,26.5,22
1992060235,27.0,9
1992060235,27.5,9
1992060235,28.0,6
1992060235,28.5,3
1992060235,29.0,1
1992060235,29.5,1
1992060312,23.0,1
1992060312,23.5,5
1992060312,24.0,10
1992060312,24.5,20
1992060312,25.0,39
1992060312,25.5,34
1992060312,26.0,33
1992060312,26.5,15
1992060312,27.0,7
1992060312,27.5,2
1992060312,28.0,4
1992060312,28.5,0
1992060312,29.0,1
1992060337,23.5,8
1992060337,24.0,9
1992060337,24.5,27
1992060337,25.0,47
1992060337,25.5,41
1992060337,26.0,33
1992060337,26.5,20
1992060337,27.0,8
1992060337,27.5,5
1992060337,28.0,5
1992060337,28.5,1
1992060337,29.0,0
1992060337,29.5,1
1992060512,22.5,1
1992060512,23.0,0
1992060512,23.5,3
1992060512,24.0,15
1992060512,24.5,26
1992060512,25.0,35
1992060512,25.5,43
1992060512,26.0,46
1992060512,26.5,27
1992060512,27.0,15
1992060512,27.5,2
1992060512,28.0,4
1992060560,23.0,6
1992060560,23.5,18
1992060560,24.0,34
1992060560,24.5,40
1992060560,25.0,45
1992060560,25.5,26
1992060560,26.0,32
1992060560,26.5,22
1992060560,27.0,18
1992060560,27.5,5
1992060560,28.0,2
1992060560,28.5,2
1992060560,29.0,0
1992060560,29.5,0
1992060560,30.0,1
1992060560,30.5,1
1993051001,23.5,1
1993051001,24.0,5
1993051001,24.5,4
1993051001,25.0,4
1993051001,25.5,5
1993051001,26.0,6
1993051001,26.5,6
1993051001,27.0,4
1993051001,27.5,2
1993051001,28.0,1
1993051001,28.5,1
1993051105,23.0,1
1993051105,23.5,1
1993051105,24.0,12
1993051105,24.5,24
1993051105,25.0,21
1993051105,25.5,20
1993051105,26.0,18
1993051105,26.5,12
1993051105,27.0,16
1993051105,27.5,12
1993051105,28.0,8
1993051105,28.5,3
1993051105,29.5,1
1993051117,24.5,1
1993051117,25.0,5
1993051117,25.5,5
1993051117,26.0,1
1993051117,26.5,1
1993051117,27.0,1
1993051117,28.0,3
1993051217,23.0,1
1993051217,23.5,8
1993051217,24.0,22
1993051217,24.5,43
